S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,490.39,6.229,3.211,20-01-2022,52.0,37.0,55.0,676.0,1379.0
2,PONG DAM(BEAS),423.67,408.16,6.157,2.917,20-01-2022,47.0,40.0,47.0,0.0,396.0
3,KOL DAM,642.0,641.25,0.089,0.078,20-01-2022,88.0,67.0,83.0,0.0,800.0
4,THEIN DAM,527.91,501.29,2.344,0.695,20-01-2022,30.0,17.0,39.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,276.6,1.711,1.202,20-01-2022,70.0,71.0,70.0,63.0,140.0
6,JHAKAM,359.5,356.55,0.132,0.103,20-01-2022,78.0,60.0,58.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.63,1.436,1.21,20-01-2022,84.0,35.0,37.0,229.0,172.0
8,BISALPUR,315.5,311.77,1.076,0.476,13-01-2022,44.0,49.0,62.0,81.8,0.0
9,JAWAI DAM,313.4,297.1,0.193,0.02,20-01-2022,10.0,48.0,35.0,38.67,0.0
10,TENUGHAT,269.14,260.06,0.821,0.419,20-01-2022,51.0,49.0,49.0,0.0,0.0
11,MAITHON,146.3,148.68,0.471,0.471,20-01-2022,100.0,100.0,85.0,342.0,0.0
12,PANCHET HILL,124.97,128.04,0.184,0.184,20-01-2022,100.0,100.0,86.0,0.0,80.0
13,KONAR,425.81,425.09,0.176,0.162,20-01-2022,92.0,85.0,81.0,0.0,0.0
14,TILAIYA,368.81,366.9,0.142,0.078,20-01-2022,55.0,32.0,54.0,0.0,4.0
15,GETALSUD,590.06,586.89,0.218,0.123,20-01-2022,56.0,50.0,50.0,0.0,130.0
16,HIRAKUD,192.02,191.19,5.378,4.292,19-01-2022,80.0,68.0,74.0,153.0,307.0
17,BALIMELA,462.08,451.62,2.676,1.132,19-01-2022,42.0,59.0,59.0,0.0,360.0
18,SALANADI,82.3,76.2,0.558,0.359,20-01-2022,64.0,39.0,37.0,42.0,0.0
19,RENGALI,123.5,121.75,3.432,2.852,19-01-2022,83.0,52.0,68.0,3.0,200.0
20,MACHKUND(JALAPUT),838.16,830.58,0.893,0.371,19-01-2022,42.0,80.0,75.0,0.0,115.0
21,UPPER KOLAB,858.0,851.76,0.935,0.408,19-01-2022,44.0,42.0,62.0,89.0,320.0
22,UPPER INDRAVATI,642.0,632.13,1.456,0.51,19-01-2022,35.0,69.0,66.0,128.0,600.0
23,SAPUA,168.5,168.51,0.006,0.006,20-01-2022,100.0,100.0,67.0,0.0,0.0
24,HARIHARJHOR,147.5,143.9,0.059,0.028,20-01-2022,47.0,76.0,64.0,9.95,0.0
25,MANDIRA DAM,210.31,210.19,0.309,0.309,20-01-2022,100.0,91.0,95.0,0.0,0.0
26,MAYURAKSHI,121.31,116.85,0.48,0.277,20-01-2022,58.0,59.0,48.0,227.0,0.0
27,KANGSABATI,134.14,132.82,0.914,0.834,20-01-2022,91.0,47.0,51.0,341.0,0.0
28,GUMTI,93.55,90.55,0.312,0.181,06-01-2022,58.0,87.0,47.0,0.0,15.0
29,DOYANG HEP,333.0,313.55,0.535,0.246,20-01-2022,46.0,68.0,51.0,0.0,75.0
30,CHANDAN DAM,152.39,149.63,0.14,0.09,20-01-2022,68.38,46.32,36.03,75.0,0.0
31,UKAI,105.16,103.82,6.615,5.946,19-01-2022,90.0,86.0,65.0,348.0,300.0
32,SABARMATI(DHAROI),189.59,182.56,0.735,0.198,20-01-2022,27.0,68.0,54.0,95.0,1.0
33,KADANA,127.7,125.45,1.472,0.966,20-01-2022,66.0,68.0,64.0,200.0,120.0
34,SHETRUNJI,55.53,55.32,0.3,0.283,20-01-2022,94.0,92.0,55.0,36.0,0.0
35,BHADAR,107.89,107.22,0.188,0.159,20-01-2022,85.0,76.0,41.0,27.0,0.0
36,DAMANGANGA,79.86,78.65,0.502,0.422,19-01-2022,84.0,71.0,69.0,51.0,1.0
37,DANTIWADA,184.1,169.5,0.399,0.042,20-01-2022,11.0,31.0,24.0,45.0,0.0
38,PANAM,127.41,122.75,0.697,0.29,20-01-2022,42.0,50.0,63.0,36.0,2.0
39,SARDAR SAROVAR,138.68,124.61,5.76,2.053,19-01-2022,36.0,74.0,29.0,2120.0,1450.0
40,KARJAN,115.25,113.35,0.523,0.467,19-01-2022,89.0,82.0,69.0,51.0,3.0
41,SUKHI(GUJ),147.82,147.14,0.167,0.151,19-01-2022,90.0,86.0,57.0,20.701,0.0
42,WATRAK,136.25,130.73,0.154,0.033,19-01-2022,21.0,53.0,55.0,22.977,0.0
43,HATHMATI,180.74,176.48,0.153,0.037,19-01-2022,24.0,71.0,43.0,5.166,0.0
44,MACHCHHU-I,135.33,133.27,0.071,0.04,20-01-2022,56.0,58.0,42.0,0.0,0.0
45,MACHCHHU-II,57.3,56.68,0.091,0.073,19-01-2022,80.0,67.0,52.0,10.13,0.0
46,UND-I,98.0,97.06,0.066,0.053,19-01-2022,80.0,74.0,47.0,9.9,0.0
47,BRAHMANI(GUJ),64.62,59.62,0.071,0.01,19-01-2022,14.0,52.0,34.0,6.413,0.0
48,JAYAKWADI(PAITHAN),463.91,463.23,2.171,1.914,20-01-2022,88.0,86.0,44.0,227.0,0.0
49,KOYANA,657.9,654.84,2.652,2.304,20-01-2022,87.0,86.0,75.0,0.0,1920.0
50,BHIMA(UJJANI),496.83,496.83,1.517,1.517,20-01-2022,100.0,100.0,62.0,125.0,12.0
51,ISAPUR,441.0,439.76,0.965,0.849,20-01-2022,88.0,86.0,51.0,104.0,0.0
52,MULA,552.3,551.79,0.609,0.582,20-01-2022,96.0,96.0,59.0,139.0,0.0
53,YELDARI,461.77,460.96,0.809,0.728,20-01-2022,90.0,86.0,39.0,78.0,0.0
54,GIRNA,398.07,396.65,0.524,0.447,20-01-2022,85.0,73.0,41.0,79.0,0.0
55,KHADAKVASLA,582.47,581.1,0.056,0.038,20-01-2022,68.0,52.0,66.0,78.0,8.0
56,UPPER VAITARNA,603.5,602.38,0.331,0.295,20-01-2022,89.0,95.0,79.0,0.0,61.0
57,UPPER TAPI,214.0,213.34,0.255,0.216,20-01-2022,85.0,78.0,78.0,45.0,0.0
58,PENCH(TOTLADOH),490.0,485.89,1.091,0.725,20-01-2022,66.0,81.0,48.0,127.0,160.0
59,UPPER WARDHA,342.5,341.05,0.564,0.441,20-01-2022,78.0,74.0,61.0,70.0,0.0
60,BHATSA,142.07,133.14,0.942,0.715,20-01-2022,76.0,75.0,71.0,29.378,15.0
61,DHOM,747.7,744.32,0.331,0.257,20-01-2022,78.0,82.0,64.0,36.2,2.0
62,DUDHGANGA,646.0,642.13,0.664,0.552,20-01-2022,83.0,80.0,73.0,2.441,24.0
63,MANIKDOH,711.25,701.42,0.288,0.138,20-01-2022,48.0,45.0,40.0,2.2,6.0
64,BHANDARDARA,744.91,744.44,0.304,0.297,20-01-2022,98.0,97.0,72.0,63.74,46.0
65,URMODI,696.0,695.51,0.273,0.266,20-01-2022,97.0,97.0,83.0,37.0,3.0
66,BHATGHAR,623.28,622.85,0.673,0.652,20-01-2022,97.0,96.0,72.0,60.656,14.09
67,NIRA DEOGHAR,667.1,665.5,0.332,0.31,20-01-2022,93.0,81.0,67.0,0.0,6.0
68,THOKARWADI,667.14,662.18,0.353,0.225,16-01-2022,64.0,57.0,65.0,0.0,72.0
69,KANHER,690.78,687.59,0.272,0.216,20-01-2022,79.0,70.0,68.0,44.78,4.0
70,MULSHI,607.1,600.4,0.572,0.308,20-01-2022,54.0,64.0,54.0,0.0,300.0
71,PRIYADARSHINI JURALA,118.6,116.5,0.276,0.25,20-01-2022,91.0,84.0,84.0,18.324,6.0
72,TILLARI,113.2,109.88,0.447,0.396,20-01-2022,89.0,75.0,76.0,21.26,10.0
73,DIMBHE DAM,719.15,716.68,0.354,0.312,06-01-2022,88.0,94.0,76.0,52.569,5.0
74,VEER DAM,579.85,575.86,0.266,0.157,20-01-2022,59.0,54.0,50.0,18.27,13.5
75,BARVI DAM,72.6,68.6,0.339,0.233,19-01-2022,69.0,76.0,50.0,0.0,1.1
76,MATATILA,308.46,305.71,0.707,0.362,20-01-2022,51.0,17.0,38.0,0.0,30.0
77,RIHAND,268.22,260.48,5.649,2.433,20-01-2022,43.0,52.0,45.0,0.0,300.0
78,SHARDA SAGAR,190.5,189.54,0.33,0.33,20-01-2022,100.0,85.0,68.0,126.5,0.0
79,SIRSI,217.93,215.0,0.19,0.099,20-01-2022,52.0,31.0,41.0,80.566,0.0
80,MAUDAHA,147.8,145.2,0.179,0.095,20-01-2022,53.0,28.0,44.0,41.7,0.0
81,JIRGO,98.2,94.78,0.147,0.075,20-01-2022,51.0,45.0,46.0,13.14,0.0
82,RANGAWAN,233.17,222.63,0.155,0.011,20-01-2022,7.0,12.0,28.0,20.235,0.0
83,MEJA,178.0,172.5,0.299,0.188,20-01-2022,63.0,31.0,38.0,71.048,0.0
84,RAMGANGA,365.3,361.54,2.196,1.915,17-01-2022,87.0,65.0,61.0,1897.0,198.0
85,TEHRI,830.0,803.9,2.615,1.617,20-01-2022,62.0,57.0,59.0,2351.0,1000.0
86,NANAK SAGAR,215.19,212.48,0.176,0.073,20-01-2022,41.0,32.0,39.0,250.0,0.0
87,GANDHI SAGAR,399.9,398.2,6.827,5.599,20-01-2022,82.0,75.0,68.0,220.0,115.0
88,TAWA,355.4,350.93,1.944,1.283,20-01-2022,66.0,59.0,50.0,247.0,0.0
89,BARGI,422.76,420.94,3.18,2.709,20-01-2022,85.0,83.0,71.0,157.0,90.0
