S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,492.92,6.229,2.956,30-07-2020,47,65,52,676.0,1379.0
2,PONG DAM(BEAS),423.67,407.82,6.157,2.524,30-07-2020,41,41,41,0.0,396.0
3,KOL DAM,642.0,638.44,0.089,0.036,30-07-2020,40,73,53,0.0,800.0
4,THEIN DAM,527.91,509.17,2.344,1.061,30-07-2020,45,58,52,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.45,1.711,0.636,30-07-2020,37,54,53,63.0,140.0
6,JHAKAM,359.5,346.45,0.132,0.037,30-07-2020,28,39,49,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.31,1.436,0.625,30-07-2020,44,34,55,229.0,172.0
8,BISALPUR,315.5,312.61,1.076,0.583,30-07-2020,54,20,30,81.8,0.0
9,TENUGHAT,269.14,258.76,0.821,0.369,30-07-2020,45,44,42,0.0,0.0
10,MAITHON,146.3,144.56,0.471,0.348,30-07-2020,74,37,53,342.0,0.0
11,PANCHET HILL,124.97,124.32,0.184,0.153,30-07-2020,83,62,82,0.0,80.0
12,KONAR,425.81,420.85,0.176,0.095,30-07-2020,54,20,47,0.0,0.0
13,TILAIYA,368.81,367.04,0.142,0.083,30-07-2020,58,4,37,0.0,4.0
14,HIRAKUD,192.02,184.47,5.378,1.168,29-07-2020,22,11,30,153.0,307.0
15,BALIMELA,462.08,444.98,2.676,0.462,29-07-2020,17,15,23,0.0,360.0
16,SALANADI,82.3,72.78,0.558,0.28,30-07-2020,50,44,30,42.0,0.0
17,RENGALI,123.5,113.57,3.432,0.67,29-07-2020,20,4,25,3.0,200.0
18,MACHKUND(JALAPUT),838.16,828.14,0.893,0.264,29-07-2020,30,35,37,0.0,115.0
19,UPPER KOLAB,858.0,847.81,0.935,0.17,29-07-2020,18,21,21,89.0,320.0
