S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,506.55,6.229,5.096,20-12-2018,82,70,68,676,1200
*2,PONG DAM(BEAS),423.67,416.94,6.157,4.377,20-12-2018,71,55,55,-,360
*3,THEIN DAM,527.91,517.98,2.344,1.599,20-12-2018,68,41,47,348,600
*4,MAHI BAJAJ SAGAR,280.75,278.15,1.711,1.144,19-12-2018,67,86,68,63,140
5,JHAKAM,359.5,356.2,0.132,0.1,19-12-2018,76,75,61,28,-
*6,RANA PRATAP SAGAR,352.81,347.64,1.436,0.528,20-12-2018,37,24,43,229,172
7,TENUGHAT,269.14,258.96,0.821,0.376,20-12-2018,46,50,45,-,-
8,MAITHON,146.3,142.53,0.471,0.255,20-12-2018,54,100,85,342,-
*12,HIRAKUD,192.02,190.51,5.378,3.863,19-12-2018,72,81,84,153,307
*13,BALIMELA,462.08,460.13,2.676,2.304,19-12-2018,86,42,59,-,360
14,SALANADI,82.3,74.24,0.558,0.316,20-12-2018,57,43,36,42,-
*15,RENGALI,123.5,117.91,3.432,1.662,19-12-2018,48,94,78,3,200
*16,MACHKUND(JALAPUT),838.16,836.37,0.893,0.736,19-12-2018,82,94,83,-,115
*17,UPPER KOLAB,858.0,855.51,0.935,0.699,19-12-2018,75,61,61,89,320
*18,UPPER INDRAVATI,642.0,638.74,1.456,1.11,19-12-2018,76,59,69,128,600
19,MAYURAKSHI,121.31,111.8,0.48,0.117,20-12-2018,24,95,45,227,-
20,KANGSABATI,134.14,126.26,0.914,0.333,20-12-2018,36,89,46,341,-
21,GUMTI,93.55,91.25,0.312,0.209,19-12-2018,67,86,45,-,15
*22,UKAI,105.16,93.97,6.615,1.85,20-12-2018,28,41,65,348,300
23,SABARMATI(DHAROI),189.59,181.68,0.735,0.158,19-12-2018,21,62,56,95,1
*24,KADANA,127.7,124.92,1.472,0.917,19-12-2018,62,67,64,200,120
25,SHETRUNJI,55.53,50.62,0.3,0.064,19-12-2018,21,52,60,36,-
26,BHADAR,107.89,102.87,0.188,0.039,19-12-2018,21,63,45,27,-
27,DAMANGANGA,79.86,75.6,0.502,0.298,20-12-2018,59,89,86,51,1
28,DANTIWADA,184.1,168.6,0.399,0.033,18-12-2018,8,75,30,45,-
29,PANAM,127.41,126.4,0.697,0.488,19-12-2018,70,69,61,36,2
*30,SARDAR SAROVAR,138.68,123.61,5.76,1.672,20-12-2018,29,23,22,2120,1450
31,KARJAN,115.25,110.73,0.523,0.39,20-12-2018,75,80,78,51,3
32,JAYAKWADI(PAITHAN),463.91,458.42,2.171,0.516,19-12-2018,24,88,45,227,-
*33,KOYANA,657.9,653.64,2.652,2.205,19-12-2018,83,96,85,-,1920
34,BHIMA(UJJANI),496.83,494.1,1.517,0.701,20-12-2018,46,100,73,125,12
35,ISAPUR,441.0,435.3,0.965,0.469,20-12-2018,49,14,44,104,-
36,MULA,552.3,543.99,0.609,0.248,06-12-2018,41,97,76,139,-
37,YELDARI,461.77,450.09,0.809,0.066,20-12-2018,8,13,32,78,-
38,GIRNA,398.07,389.99,0.524,0.194,20-12-2018,37,62,40,79,-
39,KHADAKVASLA,582.47,580.71,0.056,0.033,19-12-2018,59,54,61,78,8
*40,UPPER VAITARNA,603.5,601.92,0.331,0.281,20-12-2018,85,96,85,-,61
41,UPPER TAPI,214.0,212.9,0.255,0.191,20-12-2018,75,89,89,45,-
*42,PENCH(TOTLADOH),490.0,470.83,1.091,0.113,20-12-2018,10,24,48,127,160
43,UPPER WARDHA,342.5,336.61,0.564,0.16,20-12-2018,28,77,73,70,-
44,BHATSA,142.07,131.64,0.942,0.681,20-12-2018,72,83,79,29.378,15
45,DHOM,747.7,741.53,0.331,0.203,19-12-2018,61,79,72,36.2,2
46,DUDHGANGA,646.0,641.42,0.664,0.53,19-12-2018,80,90,85,2.441,24
47,MANIKDOH,711.25,691.55,0.288,0.042,20-12-2018,15,81,45,2.2,6
48,BHANDARDARA,744.91,730.97,0.304,0.125,20-12-2018,41,98,82,63.74,46
49,MATATILA,308.46,304.65,0.707,0.274,19-12-2018,39,60,59,-,30
*50,RIHAND,268.22,261.31,5.649,2.758,20-12-2018,49,51,45,-,300
*51,RAMGANGA,365.3,354.77,2.196,1.444,20-12-2018,66,61,69,1897,198
*52,TEHRI,830.0,817.0,2.615,2.088,20-12-2018,80,76,75,2351,1000
*53,GANDHI SAGAR,399.9,390.36,6.827,2.105,19-12-2018,31,52,49,220,115
54,TAWA,355.4,348.2,1.944,0.946,20-12-2018,49,47,68,247,-
*55,BARGI,422.76,419.4,3.18,2.282,20-12-2018,72,79,75,157,90
*56,BANSAGAR,341.64,339.82,5.166,4.354,19-12-2018,84,63,62,488,425
*57,INDIRA SAGAR,262.13,259.08,9.745,7.154,19-12-2018,73,33,59,2380,1000
58,BARNA DAM,348.55,343.12,0.456,0.144,19-12-2018,32,38,62,546,-
*59,MINIMATA BANGO,359.66,353.8,3.046,1.956,20-12-2018,64,63,66,-,120
