S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),50,0.33,6.22,5.228,27-10-2022,84.0,65.0,82,676,137.0
*2,PONG DAM(BEAS),423.67,421.34,6.157,5.11,27-10-2022,83.0,52.0,75,0,3.0
*3,KOL DAM,642,641.33,0.08,0.07,27-10-2022,8.0,85.0,0,0,800.0
*4,THEIN DAM,522.82,2.344,1.0,5.0,27-10-2022,84.0,47.0,63,348,600.0
*5,MAHI BAJAJ SAGAR,280.75,281.2,1.711,1.711,27-10-2022,100.0,100.0,100,63,140.0
6,JHAKAM,35,0.6,0.132,0.132,27-10-2022,100.0,7.0,8,28,0.0
*7,RANA PRATAP SAGAR,352.81,352.76,1.436,1.435,27-10-2022,100.0,100.0,81,22,172.0
8,BISALPUR,315.50,315.5,1.076,1.076,27-10-2022,100.0,51.0,74,81.8,0.0
10,JAISAMAND,0.2,6.0,0.2,6.0,27-10-2022,100.0,6.0,70,16,0.0
11,TENUGHAT,.14,260.73,0.821,0.447,27-10-2022,54.0,51.0,4,0,0.0
12,MAITHON,146.3,147.77,0.471,0.471,27-10-2022,100.0,100.0,86,342,0.0
14,KONAR,425.81,426.08,0.176,0.176,27-10-2022,100.0,100.0,2,0,0.0
15,TILAIYA,367.35,0.142,0.0,3.0,27-10-2022,65.0,100.0,2,0,4.0
16,GETALSUD,0.06,587.65,0.218,0.143,27-10-2022,66.0,67.0,66,0,130.0
*17,HIRAKUD,1.,4.0,5.378,4.767,27-10-2022,8.0,8.0,88,153,307.0
*18,BALIMELA,462.08,452.63,2.676,1.255,27-10-2022,47.0,45.0,78,0,360.0
1,SALANADI,82.30,78.3,0.558,0.431,27-10-2022,77.0,74.0,50,42,0.0
*20,RENGALI,122.81,3.432,2.0,4.0,27-10-2022,87.0,7.0,8,3,200.0
*21,MACHKUND(JALAPUT),835.53,0.8,3.0,0.677,27-10-2022,76.0,61.0,0,0,115.0
*22,UPPER KOLAB,855.82,0.0,35.0,0.72,27-10-2022,78.0,42.0,78,8,320.0
*23,UPPER INDRAVATI,63,0.03,1.456,1.13,27-10-2022,78.0,33.0,71,128,600.0
24,SAPUA,168.50,168.44,0.006,0.006,27-10-2022,100.0,100.0,83,0,0.0
25,HARIHARJHOR,147.50,145.64,0.05,0.047,27-10-2022,80.0,64.0,76,.,5.0
26,MANDIRA DAM,20,0.21,0.3,0.244,27-10-2022,7.0,7.0,82,0,0.0
27,MAYURAKSHI,114.51,0.48,0.1,2.0,27-10-2022,40.0,56.0,52,227,0.0
28,KANGSABATI,.27,0.0,14.0,0.525,27-10-2022,57.0,88.0,57,341,0.0
2,GUMTI,3.15,0.312,0.2,4.0,20-10-2022,4.0,7.0,72,0,15.0
*30,DOYANG HEP,.,5.0,0.535,0.326,26-10-2022,61.0,5.0,63,0,75.0
31,CHANDAN DAM,152.3,148.32,0.14,0.08,27-10-2022,61.03,1.0,1,47.7,75.0
*32,UKAI,105.16,105.26,6.615,6.615,25-10-2022,100.0,100.0,82,348,300.0
33,SABARMATI(DHAROI),18,0.57,0.735,0.735,27-10-2022,100.0,42.0,78,5,1.0
*34,KADANA,127.7,127.6,1.472,1.18,27-10-2022,81.0,81.0,78,200,120.0
35,SHETRUNJI,55.53,55.4,0.3,0.3,27-10-2022,100.0,100.0,71,36,0.0
36,BHADAR,107.8,107.83,0.188,0.185,27-10-2022,8.0,100.0,66,27,0.0
37,DAMANGANGA,7,0.86,0.502,0.478,25-10-2022,5.0,6.0,5,51,1.0
38,DANTIWADA,184.1,183.48,0.3,0.366,27-10-2022,2.0,14.0,45,45,0.0
3,PANAM,123.15,0.6,7.0,0.307,27-10-2022,44.0,52.0,71,36,2.0
*40,SARDAR SAROVAR,138.68,137.65,5.76,5.432,27-10-2022,4.0,62.0,4,2120,1450.0
41,KARJAN,115.25,115.04,0.523,0.515,25-10-2022,8.0,8.0,8,51,3.0
42,SUKHI(GUJ),147.82,146.5,0.167,0.138,25-10-2022,83.0,8.0,77,20.701,0.0
43,WATRAK,136.25,136.18,0.154,0.132,25-10-2022,86.0,37.0,71,22.,77.0
44,HATHMATI,180.74,180.78,0.153,0.14,25-10-2022,7.0,3.0,48,5.166,0.0
45,MACHCHHU-I,135.33,135.03,0.071,0.061,27-10-2022,86.0,7.0,58,0,0.0
46,MACHCHHU-II,56.2,0.0,1.0,0.066,25-10-2022,73.0,1.0,62,10.13,0.0
47,UND-I,8,8.0,0.066,0.066,25-10-2022,100.0,100.0,52,.,0.0
48,BRAHMANI(GUJ),64.62,61.08,0.071,0.01,25-10-2022,27.0,25.0,44,6.413,0.0
4,JAYAKWADI(PAITHAN),463.,1.0,2.171,2.171,27-10-2022,100.0,100.0,5,227,0.0
*50,KOYANA,65,0.28,2.652,2.652,27-10-2022,100.0,8.0,5,0,1.0
51,BHIMA(UJJANI),4,7.33,1.517,1.517,26-10-2022,100.0,100.0,77,125,12.0
52,ISAPUR,0.,65.0,0.0,64.0,27-10-2022,100.0,100.0,67,104,0.0
53,MULA,552.30,552.3,0.6,0.6,27-10-2022,100.0,100.0,85,13,0.0
54,YELDARI,461.77,461.77,0.8,0.8,27-10-2022,100.0,100.0,48,78,0.0
55,GIRNA,3,8.07,0.524,0.524,27-10-2022,100.0,100.0,60,7,0.0
56,KHADAKVASLA,582.47,582.2,0.056,0.052,27-10-2022,3.0,54.0,68,78,8.0
*57,UPPER VAITARNA,603.50,603.5,0.331,0.331,26-10-2022,100.0,100.0,5,0,61.0
58,UPPER TAPI,214.00,214.0,0.255,0.255,26-10-2022,100.0,100.0,100,45,0.0
*5,PENCH(TOTLADOH),1.0,1.0,0.0,8.0,27-10-2022,1.0,87.0,6,127,160.0
60,UPPER WARDHA,342.50,342.5,0.564,0.564,27-10-2022,100.0,100.0,3,70,0.0
61,BHATSA,0.,42.0,0.0,30.0,27-10-2022,8.0,4.0,2,.378,15.0
62,DHOM,747.70,747.7,0.331,0.331,27-10-2022,100.0,6.0,1,36.2,2.0
63,DUDHGANGA,641.,4.0,0.664,0.546,27-10-2022,82.0,100.0,7,2.441,24.0
64,MANIKDOH,711.25,710.08,0.288,0.266,27-10-2022,2.0,67.0,6,2.2,6.0
65,BHANDARDARA,1,744.73,0.304,0.304,27-10-2022,100.0,100.0,0,63.74,46.0
68,NIRA DEOGHAR,667.10,667.1,0.332,0.332,27-10-2022,100.0,100.0,6,0,6.0
*6,THOKARWADI,667.14,666.6,0.353,0.337,27-10-2022,5.0,82.0,77,0,72.0
70,KANHER,6,0.78,0.272,0.272,27-10-2022,100.0,7.0,5,44.78,4.0
*71,MULSHI,607.10,605.0,0.572,0.518,27-10-2022,1.0,85.0,81,0,300.0
74,DIMBHE DAM,71,0.15,0.354,0.354,27-10-2022,100.0,28.0,86,52.56,5.0
75,VEER DAM,57,0.85,0.266,0.266,27-10-2022,100.0,5.0,86,181.27,13.5
76,BARVI DAM,72.60,72.1,0.33,0.321,27-10-2022,5.0,5.0,6,0,1.1
77,CHASKAMAN,64,0.53,0.215,0.214,27-10-2022,100.0,76.0,3,55.214,3.0
78,MATATILA,308.46,308.46,0.707,0.641,27-10-2022,1.0,1.0,73,0,30.0
*7,RIHAND,268.22,261.4,5.64,2.82,27-10-2022,50.0,64.0,58,0,300.0
80,SHARDA SAGAR,0.50,188.75,0.33,0.308,27-10-2022,3.0,37.0,65,126.5,0.0
81,SIRSI,212.70,0.1,0.0,0.053,27-10-2022,28.0,75.0,62,80.566,0.0
82,MAUDAHA,147.80,147.7,0.17,0.176,27-10-2022,8.0,64.0,63,41.7,0.0
83,JIRGO,8.20,0.85,0.147,0.028,27-10-2022,1.0,63.0,56,13.14,0.0
84,RANGAWAN,233.17,231.74,0.155,0.123,27-10-2022,7.0,25.0,63,20.235,0.0
85,MEJA,178.00,170.15,0.2,0.148,27-10-2022,4.0,76.0,48,71.048,0.0
*86,RAMGANGA,358.73,2.1,6.0,1.707,27-10-2022,78.0,6.0,73,18,7.0
88,NANAK SAGAR,213.,7.0,0.176,0.122,27-10-2022,6.0,81.0,64,250,0.0
*8,GANDHI SAGAR,3,0.83,6.827,6.566,27-10-2022,6.0,6.0,84,220,115.0
0,TAWA,1.,44.0,1.0,44.0,27-10-2022,100.0,100.0,5,247,0.0
4,BARNA DAM,348.55,348.46,0.456,0.44,27-10-2022,8.0,81.0,77,546,0.0
6,SANJAY SAROVAR,51,0.38,0.508,0.41,27-10-2022,82.0,80.0,70,12.646,3.45
7,RAJGHAT DAM,1.,45.0,1.0,45.0,27-10-2022,100.0,100.0,6,270,45.0
*100,MINIMATA BANGO,.66,356.61,3.046,2.382,27-10-2022,78.0,7.0,74,0,120.0
101,MAHANADI,348.70,348.53,0.767,0.751,27-10-2022,8.0,7.0,70,31,10.0
102,DUDHAWA,425.10,424.73,0.284,0.26,27-10-2022,5.0,26.0,54,324.54,0.0
103,TANDULA,332.20,331.57,0.312,0.275,27-10-2022,88.0,46.0,57,246.36,0.0
*104,SRISAILAM,26,0.75,6.013,6.013,27-10-2022,100.0,80.0,70,0,770.0
*105,NAGARJUNA SAGAR,17,0.68,5.108,5.066,27-10-2022,100.0,6.0,8,5,810.0
106,SOMASILA,8.78,1.0,4.0,1.842,27-10-2022,2.0,100.0,67,168,0.0
107,YELERU,84.,2.0,0.508,0.416,27-10-2022,82.0,82.0,61,66.6,0.0
10,DONKARAYI,4,0.376,0.1,2.0,27-10-2022,51.0,5.0,3,0,25.0
110,SRIRAMSAGAR,332.54,332.54,2.3,2.3,27-10-2022,100.0,100.0,6,411,27.0
111,LOWER MANAIR,280.42,280.13,0.621,0.621,27-10-2022,100.0,100.0,60,1,60.0
112,NIZAM SAGAR,428.24,428.16,0.482,0.482,27-10-2022,100.0,100.0,52,3.61,10.0
113,SINGUR,523.6,523.6,0.822,0.822,27-10-2022,100.0,100.0,53,16.187,15.0
*114,PRIYADARSHINI JURALA,318.52,318.1,0.168,0.15,27-10-2022,8.0,58.0,0,42.388,234.16
115,KRISHNARAJA SAGARA,752.50,752.5,1.163,1.163,27-10-2022,100.0,7.0,86,7,0.0
*116,TUNGABHADRA,7.73,3.276,2.0,1.0,27-10-2022,1.0,87.0,71,52,72.0
117,GHATAPRABHA(HIDKAL),4,1.3,1.0,1.387,27-10-2022,100.0,8.0,85,317,0.0
11,LINGANAMAKKI,552.70,4.2,4.0,3.778,27-10-2022,88.0,2.0,1,0,55.0
120,NARAYANPUR,4,2.2,0.863,0.734,27-10-2022,85.0,77.0,78,425,0.0
121,MALAPRABHA(RENUKA),0.,72.0,0.0,72.0,27-10-2022,100.0,7.0,63,215,0.0
122,KABINI,6,5.88,0.444,0.427,27-10-2022,6.0,8.0,75,85,0.0
123,HEMAVATHY,0.,27.0,0.0,13.0,27-10-2022,8.0,7.0,71,265,0.0
124,HARANGI,871.42,870.37,0.22,0.186,27-10-2022,85.0,6.0,75,53,0.0
125,SUPA,553.87,4.12,2.0,75.0,27-10-2022,72.0,7.0,81,0,0.0
126,VANI VILAS SAGAR,652.28,653.23,0.802,0.802,27-10-2022,100.0,5.0,17,123,0.0
*128,GERUSOPPA,55.00,52.67,0.13,0.116,27-10-2022,8.0,82.0,82,83,240.0
*12,MANDIRA DAM,58,0.37,0.884,0.628,27-10-2022,71.0,60.0,71,0,46.0
*130,TATTIHALLA,468.30,466.47,0.24,0.203,27-10-2022,82.0,32.0,36,0,0.0
131,KALLADA(PARAPPAR),.,4.0,0.507,0.362,27-10-2022,71.0,81.0,76,62,0.0
*132,IDAMALAYAR,.00,162.4,1.018,0.828,27-10-2022,81.0,0.0,77,33,75.0
*133,IDUKKI,732.43,727.47,1.46,1.187,27-10-2022,81.0,4.0,73,0,780.0
*134,KAKKI,81.46,77.38,0.447,0.378,27-10-2022,85.0,1.0,76,23,300.0
136,MALAMPUZHA,115.06,114.71,0.224,0.213,27-10-2022,5.0,8.0,84,21.165,2.5
137,LOWER BHAWANI,0.7,2.0,0.7,2.0,27-10-2022,100.0,100.0,60,105,8.0
*138,METTUR(STANLEY),240.7,240.8,2.647,2.647,27-10-2022,100.0,77.0,61,122,360.0
13,VAIGAI,27,0.03,0.172,0.168,27-10-2022,8.0,5.0,48,61,6.0
140,PARAMBIKULAM,556.26,547.36,0.38,0.204,27-10-2022,54.0,7.0,83,101,0.0
141,ALIYAR,0.0,5.0,0.0,3.0,27-10-2022,8.0,8.0,82,0,60.0
143,SATHANUR,221.38,0.207,0.1,0.0,27-10-2022,2.0,46.0,36,20.243,7.5
