S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,501.51,6.229,4.066,15-10-2020,65,83,86,676.0,1379.0
2,PONG DAM(BEAS),423.67,416.99,6.157,4.257,15-10-2020,69,87,85,0.0,396.0
3,KOL DAM,642.0,641.38,0.089,0.079,15-10-2020,89,87,88,0.0,800.0
4,THEIN DAM,527.91,512.83,2.344,1.294,15-10-2020,55,85,74,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,281.1,1.711,1.711,15-10-2020,100,100,96,63.0,140.0
6,JHAKAM,359.5,359.55,0.132,0.132,15-10-2020,100,100,93,28.0,0.0
7,RANA PRATAP SAGAR,352.81,351.95,1.436,1.272,15-10-2020,89,100,77,229.0,172.0
8,BISALPUR,315.5,313.26,1.076,0.671,15-10-2020,62,100,74,81.8,0.0
9,TENUGHAT,269.14,259.23,0.821,0.386,15-10-2020,47,51,48,0.0,0.0
10,MAITHON,146.3,149.45,0.471,0.471,15-10-2020,100,100,91,342.0,0.0
11,PANCHET HILL,124.97,127.96,0.184,0.184,15-10-2020,100,100,90,0.0,80.0
12,KONAR,425.81,425.88,0.176,0.176,15-10-2020,100,86,88,0.0,0.0
13,TILAIYA,368.81,369.69,0.142,0.142,15-10-2020,100,87,85,0.0,4.0
14,HIRAKUD,192.02,192.02,5.378,4.823,15-10-2020,90,90,89,153.0,307.0
15,BALIMELA,462.08,457.99,2.676,1.966,14-10-2020,73,98,77,0.0,360.0
16,SALANADI,82.3,74.5,0.558,0.32,15-10-2020,57,68,54,42.0,0.0
17,RENGALI,123.5,123.28,3.432,3.361,14-10-2020,98,100,83,3.0,200.0
18,MACHKUND(JALAPUT),838.16,836.92,0.893,0.776,14-10-2020,87,95,93,0.0,115.0
19,UPPER KOLAB,858.0,852.0,0.935,0.427,14-10-2020,46,88,77,89.0,320.0
20,UPPER INDRAVATI,642.0,638.28,1.456,1.066,14-10-2020,73,91,76,128.0,600.0
21,SAPUA,168.5,168.54,0.006,0.006,15-10-2020,100,100,67,0.0,0.0
22,HARIHARJHOR,147.5,146.85,0.059,0.055,14-10-2020,93,88,81,9.95,0.0
23,MAYURAKSHI,121.31,118.08,0.48,0.333,15-10-2020,69,74,56,227.0,0.0
24,KANGSABATI,134.14,130.13,0.914,0.591,15-10-2020,65,67,55,341.0,0.0
25,GUMTI,93.55,93.05,0.312,0.289,14-10-2020,93,56,67,0.0,15.0
26,DOYANG HEP,333.0,320.3,0.535,0.332,15-10-2020,62,60,63,0.0,75.0
27,UKAI,105.16,105.16,6.615,6.615,15-10-2020,100,100,81,348.0,300.0
28,SABARMATI(DHAROI),189.59,189.58,0.735,0.735,15-10-2020,100,100,81,95.0,1.0
29,KADANA,127.7,127.69,1.472,1.189,15-10-2020,81,81,74,200.0,120.0
30,SHETRUNJI,55.53,55.53,0.3,0.3,15-10-2020,100,92,71,36.0,0.0
31,BHADAR,107.89,107.9,0.188,0.188,15-10-2020,100,100,68,27.0,0.0
32,DAMANGANGA,79.86,79.86,0.502,0.478,15-10-2020,95,96,95,51.0,1.0
33,DANTIWADA,184.1,180.12,0.399,0.26,15-10-2020,65,37,51,45.0,0.0
34,PANAM,127.41,125.75,0.697,0.445,15-10-2020,64,79,79,36.0,2.0
35,SARDAR SAROVAR,138.68,135.02,5.76,4.617,15-10-2020,80,98,36,2120.0,1450.0
36,KARJAN,115.25,115.22,0.523,0.514,15-10-2020,98,98,90,51.0,3.0
