S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,468.16,6.229,0.919,01-04-2021,15,38,31,676.0,1379.0
2,PONG DAM(BEAS),423.67,395.95,6.157,0.88,01-04-2021,14,60,31,0.0,396.0
3,KOL DAM,642.0,637.27,0.089,0.019,01-04-2021,21,85,57,0.0,800.0
4,THEIN DAM,527.91,499.47,2.344,0.583,01-04-2021,25,45,38,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,270.5,1.711,0.64,01-04-2021,37,44,35,63.0,140.0
6,JHAKAM,359.5,345.4,0.132,0.032,01-04-2021,24,30,25,28.0,0.0
7,RANA PRATAP SAGAR,352.81,348.24,1.436,0.614,01-04-2021,43,37,29,229.0,172.0
8,BISALPUR,315.5,311.23,1.076,0.42,01-04-2021,39,75,43,81.8,0.0
9,TENUGHAT,269.14,258.49,0.821,0.359,01-04-2021,44,54,42,0.0,0.0
10,MAITHON,146.3,145.33,0.471,0.387,01-04-2021,82,100,60,342.0,0.0
11,PANCHET HILL,124.97,123.96,0.184,0.137,01-04-2021,74,100,64,0.0,80.0
12,KONAR,425.81,422.32,0.176,0.117,01-04-2021,66,82,56,0.0,0.0
13,TILAIYA,368.81,364.87,0.142,0.026,01-04-2021,18,31,27,0.0,4.0
14,GETALSUD,590.06,584.85,0.218,0.075,01-04-2021,34,45,41,0.0,130.0
15,HIRAKUD,192.02,186.95,5.378,2.076,31-03-2021,39,67,49,153.0,307.0
16,BALIMELA,462.08,449.21,2.676,0.861,31-03-2021,32,52,49,0.0,360.0
17,SALANADI,82.3,69.9,0.558,0.215,01-04-2021,39,57,34,42.0,0.0
18,RENGALI,123.5,115.6,3.432,1.11,31-03-2021,32,72,53,3.0,200.0
19,MACHKUND(JALAPUT),838.16,832.58,0.893,0.482,31-03-2021,54,58,58,0.0,115.0
20,UPPER KOLAB,858.0,847.94,0.935,0.176,31-03-2021,19,55,48,89.0,320.0
21,UPPER INDRAVATI,642.0,634.0,1.456,0.664,01-04-2021,46,59,48,128.0,600.0
22,SAPUA,168.5,168.18,0.006,0.006,01-04-2021,100,100,67,0.0,0.0
23,HARIHARJHOR,147.5,143.22,0.059,0.021,01-04-2021,36,75,41,9.95,0.0
24,MANDIRA DAM,210.31,208.8,0.309,0.263,01-04-2021,85,93,89,0.0,0.0
25,MAYURAKSHI,121.31,112.75,0.48,0.14,01-04-2021,29,36,29,227.0,0.0
26,KANGSABATI,134.14,124.24,0.914,0.237,01-04-2021,26,35,32,341.0,0.0
27,GUMTI,93.55,91.0,0.312,0.199,31-03-2021,64,23,22,0.0,15.0
28,DOYANG HEP,333.0,312.3,0.535,0.231,30-03-2021,43,33,37,0.0,75.0
29,UKAI,105.16,100.22,6.615,4.135,30-03-2021,63,71,45,348.0,300.0
30,SABARMATI(DHAROI),189.59,184.19,0.735,0.289,01-04-2021,39,47,26,95.0,1.0
31,KADANA,127.7,123.01,1.472,0.754,01-04-2021,51,50,54,200.0,120.0
32,SHETRUNJI,55.53,53.22,0.3,0.15,01-04-2021,50,43,25,36.0,0.0
33,BHADAR,107.89,105.12,0.188,0.09,01-04-2021,48,51,24,27.0,0.0
34,DAMANGANGA,79.86,73.2,0.502,0.217,30-03-2021,43,49,42,51.0,1.0
35,DANTIWADA,184.1,168.93,0.399,0.036,01-04-2021,9,3,9,45.0,0.0
36,PANAM,127.41,122.05,0.697,0.259,01-04-2021,37,53,50,36.0,2.0
37,SARDAR SAROVAR,138.68,125.32,5.76,2.182,01-04-2021,38,28,14,2120.0,1450.0
38,KARJAN,115.25,108.48,0.523,0.336,30-03-2021,64,57,53,51.0,3.0
39,SUKHI(GUJ),147.82,144.52,0.167,0.098,31-03-2021,59,53,29,20.7,0.0
40,WATRAK,136.25,131.12,0.154,0.037,01-04-2021,24,55,28,22.98,0.0
41,HATHMATI,180.74,177.91,0.153,0.057,01-04-2021,37,39,12,5.166,0.0
42,MACHCHHU-I,135.33,129.7,0.071,0.018,01-04-2021,25,32,18,0.0,0.0
43,MACHCHHU-II,57.3,55.32,0.091,0.051,31-03-2021,56,74,44,10.13,0.0
44,UND-I,98.0,95.16,0.066,0.027,31-03-2021,41,59,20,9.9,0.0
45,BRAHMANI(GUJ),64.62,62.1,0.071,0.027,01-04-2021,38,46,15,6.413,0.0
46,JAYAKWADI(PAITHAN),463.91,461.7,2.171,1.388,01-04-2021,64,66,25,227.0,0.0
47,KOYANA,657.9,646.74,2.652,1.644,01-04-2021,62,72,53,0.0,1920.0
48,BHIMA(UJJANI),496.83,493.87,1.517,0.641,01-04-2021,42,46,25,125.0,12.0
49,ISAPUR,441.0,437.63,0.965,0.643,01-04-2021,67,55,36,104.0,0.0
50,MULA,552.3,547.29,0.609,0.371,01-04-2021,61,60,34,139.0,0.0
51,YELDARI,461.77,459.18,0.809,0.56,01-04-2021,69,83,24,78.0,0.0
52,GIRNA,398.07,391.85,0.524,0.252,01-04-2021,48,48,21,79.0,0.0
53,KHADAKVASLA,582.47,580.19,0.056,0.027,01-04-2021,48,64,55,78.0,8.0
54,UPPER VAITARNA,603.5,599.18,0.331,0.198,01-04-2021,60,44,54,0.0,61.0
55,UPPER TAPI,214.0,211.41,0.255,0.12,01-04-2021,47,59,50,45.0,0.0
56,PENCH(TOTLADOH),490.0,486.29,1.091,0.751,30-03-2021,69,80,33,127.0,160.0
57,UPPER WARDHA,342.5,339.1,0.564,0.301,01-04-2021,53,57,39,70.0,0.0
58,BHATSA,142.07,122.8,0.942,0.499,01-04-2021,53,53,51,29.38,15.0
59,DHOM,747.7,740.55,0.331,0.185,01-04-2021,56,57,38,36.2,2.0
60,DUDHGANGA,646.0,633.53,0.664,0.319,01-04-2021,48,54,45,2.441,24.0
61,MANIKDOH,711.25,689.17,0.288,0.027,01-04-2021,9,22,23,2.2,6.0
62,BHANDARDARA,744.91,738.59,0.304,0.2,01-04-2021,66,76,44,63.74,46.0
63,URMODI,696.0,691.86,0.273,0.21,01-04-2021,77,85,67,37.0,3.0
