S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,508.64,6.229,5.423,21-09-2017,87,74,88,676,1200
*2,PONG DAM(BEAS),423.67,421.03,6.157,5.286,21-09-2017,86,73,82,-,360
*3,THEIN DAM,527.91,520.36,2.344,1.76,21-09-2017,75,73,66,348,600
*4,MAHI BAJAJ SAGAR,280.75,281.5,1.711,1.711,21-09-2017,100,100,86,63,140
5,JHAKAM,359.5,359.7,0.132,0.132,21-09-2017,100,100,84,28,-
*6,RANA PRATAP SAGAR,352.81,349.27,1.436,0.788,20-09-2017,55,99,79,229,172
7,TENUGHAT,269.14,260.13,0.821,0.422,21-09-2017,51,48,44,-,-
8,MAITHON,146.3,145.93,0.471,0.42,21-09-2017,89,100,92,342,-
*12,HIRAKUD,192.02,189.44,5.378,3.264,20-09-2017,61,78,88,153,307
*13,BALIMELA,462.08,450.77,2.676,1.026,21-09-2017,38,75,59,-,360
14,SALANADI,82.3,71.5,0.558,0.249,20-09-2017,45,54,52,42,-
*15,RENGALI,123.5,122.1,3.432,2.956,21-09-2017,86,92,81,3,200
*16,MACHKUND(JALAPUT),838.16,835.61,0.893,0.681,21-09-2017,76,82,82,-,115
*17,UPPER KOLAB,858.0,852.24,0.935,0.445,21-09-2017,48,77,64,89,320
*18,UPPER INDRAVATI,642.0,635.65,1.456,0.809,21-09-2017,56,76,76,128,600
19,MAYURAKSHI,121.31,118.89,0.48,0.377,21-09-2017,79,82,61,227,-
20,KANGSABATI,134.14,131.22,0.914,0.676,21-09-2017,74,91,60,341,-
21,GUMTI,93.55,93.35,0.312,0.303,19-09-2017,97,83,58,-,15
*22,UKAI,105.16,97.99,6.615,3.201,21-09-2017,48,78,82,348,300
23,SABARMATI(DHAROI),189.59,189.58,0.735,0.735,21-09-2017,100,96,71,95,1
*24,KADANA,127.7,127.66,1.472,1.186,21-09-2017,81,76,72,200,120
25,SHETRUNJI,55.53,53.82,0.3,0.182,21-09-2017,61,48,72,36,-
