S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),50.0,0.17,6.22,5.203,03-11-2022,84.0,64.0,78.0,676,137.0
*2,PONG DAM(BEAS),423.67,420.72,6.157,5.06,03-11-2022,82.0,52.0,72.0,0,3.0
*3,KOL DAM,642.0,641.08,0.08,0.075,03-11-2022,84.0,88.0,0.0,0,800.0
*4,THEIN DAM,1.0,522.81,2.344,1.841,03-11-2022,7.0,4.0,62.0,348,600.0
*5,MAHI BAJAJ SAGAR,280.75,281.2,1.711,1.711,03-11-2022,100.0,100.0,100.0,63,140.0
6,JHAKAM,35.0,0.55,0.132,0.132,03-11-2022,100.0,8.0,8.0,28,0.0
8,BISALPUR,315.5,315.5,1.076,1.076,03-11-2022,100.0,50.0,73.0,81.8,0.0
10,JAISAMAND,0.2,6.0,0.2,6.0,03-11-2022,100.0,6.0,70.0,16,0.0
11,TENUGHAT,0.14,260.57,0.821,0.43,02-11-2022,53.0,52.0,4.0,0,0.0
12,MAITHON,146.3,147.74,0.471,0.471,02-11-2022,100.0,100.0,86.0,342,0.0
14,KONAR,425.81,425.0,0.176,0.176,02-11-2022,100.0,100.0,1.0,0,0.0
15,TILAIYA,367.33,0.142,0.0,2.0,01-11-2022,65.0,100.0,2.0,0,4.0
16,GETALSUD,0.06,587.13,0.218,0.12,03-11-2022,5.0,65.0,63.0,0,130.0
*17,HIRAKUD,1.0,1.77,5.378,4.662,02-11-2022,87.0,88.0,88.0,153,307.0
*18,BALIMELA,462.08,452.54,2.676,1.21,03-11-2022,46.0,45.0,76.0,0,360.0
1,SALANADI,82.3,76.5,0.558,0.37,03-11-2022,68.0,70.0,46.0,42,0.0
*20,RENGALI,122.0,3.0,3.432,3.261,03-11-2022,5.0,1.0,84.0,3,200.0
*21,MACHKUND(JALAPUT),835.4,0.8,3.0,0.672,03-11-2022,75.0,61.0,0.0,0,115.0
*22,UPPER KOLAB,855.67,0.0,35.0,0.715,03-11-2022,76.0,42.0,74.0,8,320.0
*23,UPPER INDRAVATI,638.57,1.456,1.0,4.0,03-11-2022,75.0,31.0,70.0,128,600.0
24,SAPUA,168.5,168.44,0.006,0.006,03-11-2022,100.0,100.0,83.0,0,0.0
25,HARIHARJHOR,147.5,145.11,0.05,0.041,03-11-2022,6.0,56.0,73.0,.,5.0
26,MANDIRA DAM,20.0,0.48,0.3,0.252,03-11-2022,82.0,81.0,86.0,0,0.0
27,MAYURAKSHI,121.31,114.21,0.48,0.182,02-11-2022,38.0,56.0,55.0,227,0.0
28,KANGSABATI,128.43,0.0,14.0,0.462,02-11-2022,51.0,8.0,61.0,341,0.0
2,GUMTI,3.55,0.0,0.312,0.158,30-10-2022,51.0,7.0,73.0,0,15.0
*30,DOYANG HEP,333.0,318.68,0.535,0.308,02-11-2022,58.0,5.0,63.0,0,75.0
31,CHANDAN DAM,152.3,148.26,0.14,0.08,03-11-2022,61.03,4.85,52.0,4,75.0
*32,UKAI,105.16,105.15,6.615,6.615,01-11-2022,100.0,100.0,85.0,348,300.0
*34,KADANA,127.7,127.6,1.472,1.18,03-11-2022,81.0,81.0,75.0,200,120.0
35,SHETRUNJI,55.53,55.25,0.3,0.3,03-11-2022,100.0,100.0,70.0,36,0.0
