S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,478.35,6.229,1.765,02-06-2016,28,43,25,676,1200
*2,PONG DAM(BEAS),423.67,391.06,6.157,0.476,01-06-2016,8,37,26,-,360
*3,THEIN DAM,527.91,504.47,2.344,0.842,02-06-2016,36,79,49,348,600
*4,MAHI BAJAJ SAGAR,280.75,266.03,1.711,0.341,30-05-2016,20,30,22,63,140
5,JHAKAM,359.5,337.5,0.132,0.009,30-05-2016,7,18,14,28,-
*6,RANA PRATAP SAGAR,352.81,347.68,1.436,0.515,26-05-2016,36,21,39,229,172
7,TENUGHAT,269.14,255.38,0.821,0.265,26-05-2016,32,40,30,-,-
8,MAITHON,146.3,135.37,0.471,0.042,26-05-2016,9,17,27,342,-
*12,HIRAKUD,192.02,183.63,5.378,0.917,01-06-2016,17,20,17,153,307
*13,BALIMELA,462.08,450.19,2.676,0.968,25-05-2016,36,50,17,-,360
14,SALANADI,82.3,52.7,0.558,0.017,01-06-2016,3,38,25,42,-
*15,RENGALI,123.5,112.29,3.432,0.448,25-05-2016,13,48,15,3,200
*16,MACHKUND(JALAPUT),838.16,828.45,0.893,0.275,25-05-2016,31,31,37,-,115
*17,UPPER KOLAB,858.0,848.6,0.935,0.208,25-05-2016,22,43,19,89,320
*18,UPPER INDRAVATI,642.0,630.62,1.456,0.486,02-06-2016,33,34,15,128,600
19,MAYURAKSHI,121.31,109.58,0.48,0.073,26-05-2016,15,15,17,227,-
20,KANGSABATI,134.14,122.71,0.914,0.18,26-05-2016,20,21,11,341,-
21,GUMTI,93.55,89.45,0.312,0.141,25-05-2016,45,5,9,-,15
*22,UKAI,105.16,87.11,6.615,0.592,02-06-2016,9,18,25,348,300
23,SABARMATI(DHAROI),189.59,181.79,0.735,0.163,30-05-2016,22,12,21,95,1
*24,KADANA,127.7,115.8,1.472,0.296,29-05-2016,20,57,47,200,120
25,SHETRUNJI,55.53,49.02,0.3,0.036,30-05-2016,12,10,7,36,-
26,BHADAR,107.89,100.67,0.188,0.013,30-05-2016,7,13,16,27,-
27,DAMANGANGA,79.86,67.05,0.502,0.067,02-06-2016,13,13,25,51,1
28,DANTIWADA,184.1,164.09,0.399,0.009,30-05-2016,2,3,1,45,-
29,PANAM,127.41,117.65,0.697,0.112,30-05-2016,16,45,39,36,2
*30,SARDAR SAROVAR,121.92,120.05,1.566,1.227,02-06-2016,78,58,35,2120,1450
31,KARJAN,115.25,91.29,0.523,0.07,02-06-2016,13,28,42,51,3
32,JAYAKWADI(PAITHAN),463.91,453.81,2.171,0.0,02-06-2016,0,3,15,227,-
*33,KOYANA,657.9,621.84,2.652,0.106,01-06-2016,4,25,28,-,1920
34,BHIMA(UJJANI),496.83,486.02,1.517,0.0,01-06-2016,0,0,5,125,12
35,ISAPUR,441.0,426.28,0.965,0.022,01-06-2016,2,15,25,104,-
36,MULA,552.3,535.97,0.609,0.036,01-06-2016,6,7,8,139,-
37,YELDARI,461.77,446.77,0.809,0.0,01-06-2016,0,5,11,78,-
38,GIRNA,398.07,379.4,0.524,0.0,01-06-2016,0,8,13,79,-
39,KHADAKVASLA,582.47,579.85,0.056,0.024,01-06-2016,43,73,29,78,8
*40,UPPER VAITARNA,603.5,595.2,0.331,0.097,01-06-2016,29,21,31,-,61
41,UPPER TAPI,214.0,206.98,0.255,0.0,01-06-2016,0,60,21,45,-
*42,PENCH(TOTLADOH),490.0,470.49,1.091,0.106,01-06-2016,10,18,22,127,160
43,UPPER WARDHA,342.5,335.74,0.564,0.119,02-06-2016,21,30,32,70,-
44,BHATSA,142.07,110.53,0.942,0.299,01-06-2016,32,30,33,29.378,15
45,DHOM,747.7,729.05,0.331,0.081,25-05-2016,24,35,27,36.2,2
46,DUDHGANGA,646.0,605.22,0.664,0.0,01-06-2016,0,25,23,2.441,24
47,MANIKDOH,711.25,682.08,0.288,0.018,01-06-2016,6,8,4,2.2,6
48,BHANDARDARA,342.5,335.74,0.304,0.004,02-06-2016,21,30,32,70,-
49,MATATILA,308.46,301.26,0.707,0.07,01-06-2016,10,57,29,-,30
*50,RIHAND,268.22,256.46,5.649,0.98,26-05-2016,17,16,11,-,300
*51,RAMGANGA,365.3,322.99,2.196,0.14,02-06-2016,6,60,28,1897,198
*52,TEHRI,830.0,742.7,2.615,0.042,30-05-2016,2,9,4,2351,1000
*53,GANDHI SAGAR,399.9,392.24,6.827,2.753,25-05-2016,40,40,17,220,115
54,TAWA,355.4,337.08,1.944,0.119,02-06-2016,6,29,21,247,-
*55,BARGI,422.76,412.2,3.18,0.948,02-06-2016,30,19,14,157,90
*56,BANSAGAR,341.64,332.82,5.166,1.873,25-05-2016,36,61,22,488,425
*57,INDIRA SAGAR,262.13,247.66,9.745,1.273,02-06-2016,13,15,9,2380,1000
58,BARNA DAM,348.55,339.21,0.456,0.026,25-05-2016,6,23,14,546,-
*59,MINIMATA BANGO,359.66,345.82,3.046,0.938,02-06-2016,31,71,45,-,120
60,MAHANADI,348.7,340.78,0.767,0.191,24-05-2016,25,10,30,319,10
*61,SRISAILAM,269.75,236.38,8.288,0.433,02-06-2016,5,30,13,0,770
*62,NAGARJUNA SAGAR,179.83,154.41,6.841,0.0,02-06-2016,0,3,25,895,810
63,SOMASILA,100.58,88.84,1.994,0.608,02-06-2016,30,15,31,168,0
64,SRIRAMSAGAR,332.54,319.03,2.3,0.132,02-06-2016,6,14,9,411,27
65,LOWER MANAIR,280.42,267.34,0.621,0.07,02-06-2016,11,20,25,199,60
66,KRISHNARAJA SAGARA,752.5,738.0,1.163,0.148,01-06-2016,13,12,10,79,-
*67,TUNGABHADRA,497.74,478.62,3.276,0.034,02-06-2016,1,49,9,529,72
68,GHATAPRABHA(HIDKAL),662.95,631.6,1.391,0.033,01-06-2016,2,5,3,317,-
69,BHADRA,657.76,635.49,1.785,0.117,01-06-2016,7,26,23,106,39
70,LINGANAMAKKI,554.43,536.71,4.294,0.81,25-05-2016,19,16,17,-,55
71,NARAYANPUR,492.25,484.15,0.863,0.063,02-06-2016,7,22,35,425,-
72,MALAPRABHA(RENUKA),633.83,619.96,0.972,0.014,01-06-2016,1,7,6,215,-
73,KABINI,696.16,683.58,0.444,0.0,01-06-2016,0,39,9,85,-
74,HEMAVATHY,890.63,872.66,0.927,0.092,01-06-2016,10,16,8,265,-
75,HARANGI,871.42,852.26,0.22,0.018,01-06-2016,8,14,17,53,-
76,SUPA,564.0,525.9,4.12,0.866,29-05-2016,21,35,24,-,-
77,VANI VILAS SAGAR,652.28,634.57,0.802,0.05,02-06-2016,6,6,13,123,-
*79,GERUSOPPA,55.0,51.23,0.13,0.108,02-06-2016,83,81,84,83,240
80,KALLADA(PARAPPAR),115.82,100.88,0.507,0.202,02-06-2016,40,24,21,62,-
*81,IDAMALAYAR,169.0,131.64,1.018,0.171,02-06-2016,17,20,17,33,75
*82,IDUKKI,732.43,705.6,1.46,0.287,02-06-2016,20,33,18,-,780
*83,KAKKI,981.46,952.99,0.447,0.129,02-06-2016,29,22,22,23,300
*84,PERIYAR,867.41,859.28,0.173,0.014,02-06-2016,8,15,33,84,140
85,MALAMPUZHA,867.41,859.28,0.224,0.015,02-06-2016,8,15,33,84,140
86,LOWER BHAWANI,278.89,259.71,0.792,0.057,02-06-2016,7,30,36,105,8
*87,METTUR(STANLEY),240.79,218.13,2.647,0.43,02-06-2016,16,37,45,122,360
88,VAIGAI,279.2,267.11,0.172,0.012,02-06-2016,7,24,26,61,6
89,PARAMBIKULAM,556.26,536.92,0.38,0.033,02-06-2016,9,16,31,101,-
*91,SHOLAYAR,1002.79,959.42,0.143,0.0,02-06-2016,0,11,8,-,95
