S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,500.99,6.229,4.291,24-01-2019,69,53,54,676,1200
*2,PONG DAM(BEAS),423.67,412.65,6.157,3.508,24-01-2019,57,40,43,-,360
*3,THEIN DAM,527.91,514.82,2.344,1.416,24-01-2019,60,23,34,348,600
*4,MAHI BAJAJ SAGAR,280.75,275.55,1.711,1.101,24-01-2019,64,68,54,63,140
5,JHAKAM,359.5,352.45,0.132,0.072,24-01-2019,55,57,45,28,-
*6,RANA PRATAP SAGAR,352.81,347.27,1.436,0.477,24-01-2019,33,26,32,229,172
7,TENUGHAT,269.14,258.58,0.821,0.363,24-01-2019,44,49,46,-,-
8,MAITHON,146.3,142.47,0.471,0.252,24-01-2019,54,100,85,342,-
*12,HIRAKUD,192.02,189.97,5.378,3.556,24-01-2019,66,71,72,153,307
*13,BALIMELA,462.08,458.49,2.676,2.036,24-01-2019,76,30,49,-,360
14,SALANADI,82.3,73.78,0.558,0.304,23-01-2019,54,42,28,42,-
*15,RENGALI,123.5,117.39,3.432,1.534,24-01-2019,45,89,69,3,200
*16,MACHKUND(JALAPUT),838.16,835.28,0.893,0.661,24-01-2019,74,88,72,-,115
*17,UPPER KOLAB,858.0,854.43,0.935,0.608,24-01-2019,65,56,55,89,320
*18,UPPER INDRAVATI,642.0,638.19,1.456,1.057,24-01-2019,73,54,63,128,600
19,MAYURAKSHI,121.31,111.19,0.48,0.104,24-01-2019,22,94,46,227,-
20,KANGSABATI,134.14,126.26,0.914,0.333,24-01-2019,36,74,41,341,-
21,GUMTI,93.55,90.45,0.312,0.177,23-01-2019,57,78,30,-,15
*22,UKAI,105.16,93.18,6.615,1.704,24-01-2019,26,39,60,348,300
23,SABARMATI(DHAROI),189.59,181.15,0.735,0.137,24-01-2019,19,39,42,95,1
*24,KADANA,127.7,123.62,1.472,0.804,24-01-2019,55,57,60,200,120
25,SHETRUNJI,55.53,50.27,0.3,0.056,24-01-2019,19,46,54,36,-
26,BHADAR,107.89,102.15,0.188,0.03,24-01-2019,16,41,36,27,-
27,DAMANGANGA,79.86,74.0,0.502,0.242,24-01-2019,48,79,75,51,1
28,DANTIWADA,184.1,168.37,0.399,0.031,24-01-2019,8,59,18,45,-
29,PANAM,127.41,125.6,0.697,0.436,24-01-2019,63,62,55,36,2
*30,SARDAR SAROVAR,138.68,120.99,5.76,1.397,24-01-2019,24,6,18,2120,1450
31,KARJAN,115.25,109.38,0.523,0.357,24-01-2019,68,73,70,51,3
32,JAYAKWADI(PAITHAN),463.91,457.77,2.171,0.389,24-01-2019,18,78,38,227,-
*33,KOYANA,657.9,652.25,2.652,2.089,24-01-2019,79,87,75,-,1920
34,BHIMA(UJJANI),496.83,493.0,1.517,0.426,23-01-2019,28,90,64,125,12
35,ISAPUR,441.0,433.83,0.965,0.375,24-01-2019,39,7,43,104,-
36,MULA,552.3,540.3,0.609,0.135,24-01-2019,22,76,59,139,-
37,YELDARI,461.77,446.73,0.809,0.0,23-01-2019,0,5,31,78,-
38,GIRNA,398.07,388.59,0.524,0.155,24-01-2019,30,42,32,79,-
39,KHADAKVASLA,582.47,580.52,0.056,0.031,24-01-2019,55,73,59,78,8
*40,UPPER VAITARNA,603.5,601.0,0.331,0.25,24-01-2019,76,80,76,-,61
41,UPPER TAPI,214.0,212.37,0.255,0.166,24-01-2019,65,71,78,45,-
*42,PENCH(TOTLADOH),490.0,470.0,1.091,0.096,24-01-2019,9,17,43,127,160
43,UPPER WARDHA,342.5,336.3,0.564,0.145,24-01-2019,26,63,59,70,-
44,BHATSA,142.07,127.6,0.942,0.593,24-01-2019,63,73,69,29.378,15
45,DHOM,747.7,738.98,0.331,0.159,24-01-2019,48,69,59,36.2,2
46,DUDHGANGA,646.0,638.36,0.664,0.439,24-01-2019,66,80,74,2.441,24
47,MANIKDOH,711.25,691.03,0.288,0.039,21-01-2019,14,61,41,2.2,6
48,BHANDARDARA,744.91,730.75,0.304,0.123,24-01-2019,40,97,74,63.74,46
49,MATATILA,308.46,302.7,0.707,0.143,23-01-2019,20,24,47,-,30
*50,RIHAND,268.22,259.51,5.649,2.05,24-01-2019,36,39,39,-,300
*51,RAMGANGA,365.3,348.56,2.196,1.102,24-01-2019,50,45,57,1897,198
*52,TEHRI,830.0,802.8,2.615,1.58,24-01-2019,60,55,60,2351,1000
*53,GANDHI SAGAR,399.9,387.83,6.827,1.361,24-01-2019,20,40,40,220,115
54,TAWA,355.4,342.96,1.944,0.474,24-01-2019,24,21,46,247,-
*55,BARGI,422.76,417.9,3.18,1.929,24-01-2019,61,71,64,157,90
*56,BANSAGAR,341.64,339.04,5.166,4.007,24-01-2019,78,57,55,488,425
*57,INDIRA SAGAR,262.13,257.46,9.745,6.087,24-01-2019,62,29,47,2380,1000
58,BARNA DAM,348.55,341.75,0.456,0.097,24-01-2019,21,24,46,546,-
*59,MINIMATA BANGO,359.66,353.41,3.046,1.901,24-01-2019,62,61,64,-,120
60,MAHANADI,348.7,345.95,0.767,0.529,24-01-2019,69,55,71,319,10
*61,SRISAILAM,269.75,254.54,8.288,1.465,24-01-2019,18,38,45,0,770
*62,NAGARJUNA SAGAR,179.83,163.77,6.841,1.447,24-01-2019,21,16,24,895,810
63,SOMASILA,100.58,88.94,1.994,0.615,24-01-2019,31,47,62,168,0
64,SRIRAMSAGAR,332.54,326.38,2.3,0.866,24-01-2019,38,45,45,411,27
65,LOWER MANAIR,280.42,274.14,0.621,0.283,24-01-2019,46,55,55,199,60
66,KRISHNARAJA SAGARA,752.5,748.6,1.163,0.832,24-01-2019,72,41,56,79,-
*67,TUNGABHADRA,497.74,487.89,3.276,0.581,23-01-2019,18,24,32,529,72
68,GHATAPRABHA(HIDKAL),662.95,650.67,1.391,0.629,23-01-2019,45,51,38,317,-
69,BHADRA,657.76,654.34,1.785,1.406,23-01-2019,79,61,73,106,39
70,LINGANAMAKKI,554.43,548.11,4.294,2.598,24-01-2019,61,44,59,-,55
71,NARAYANPUR,492.25,487.3,0.863,0.23,24-01-2019,27,58,76,425,-
72,MALAPRABHA(RENUKA),633.83,624.0,0.972,0.148,23-01-2019,15,17,25,215,-
73,KABINI,696.16,693.66,0.444,0.308,24-01-2019,69,60,39,85,-
74,HEMAVATHY,890.63,875.93,0.927,0.171,24-01-2019,18,21,22,265,-
75,HARANGI,871.42,856.34,0.22,0.039,24-01-2019,18,29,17,53,-
76,SUPA,564.0,551.17,4.12,2.704,24-01-2019,66,51,54,-,-
77,VANI VILAS SAGAR,652.28,632.7,0.802,0.023,22-01-2019,3,2,18,123,-
*79,GERUSOPPA,55.0,52.72,0.13,0.117,24-01-2019,90,85,85,83,240
80,KALLADA(PARAPPAR),115.82,113.88,0.507,0.444,24-01-2019,88,95,75,62,-
*81,IDAMALAYAR,169.0,153.18,1.018,0.589,24-01-2019,58,65,61,33,75
*82,IDUKKI,732.43,724.13,1.46,1.016,24-01-2019,70,62,57,-,780
*83,KAKKI,981.46,970.78,0.447,0.288,24-01-2019,64,83,72,23,300
*84,PERIYAR,867.41,861.54,0.173,0.05,24-01-2019,29,25,32,84,140
85,MALAMPUZHA,115.06,106.63,0.224,0.072,24-01-2019,32,29,37,21,3
86,LOWER BHAWANI,278.89,275.16,0.792,0.571,24-01-2019,72,26,39,105,8
*87,METTUR(STANLEY),240.79,226.08,2.647,0.968,24-01-2019,37,17,36,122,360
88,VAIGAI,279.2,274.04,0.172,0.073,24-01-2019,42,17,33,61,6
89,PARAMBIKULAM,556.26,552.14,0.38,0.295,24-01-2019,78,24,56,101,-
*91,SHOLAYAR,1002.79,987.33,0.143,0.061,24-01-2019,43,0,15,-,95
