S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
*1,GOBIND SAGAR(BHAKRA),512.06,496.27,6.229,3.664,23-08-2018,59,84,78,676,1200
*2,PONG DAM(BEAS),423.67,414.71,6.157,3.908,23-08-2018,63,83,74,-,360
*3,THEIN DAM,527.91,518.91,2.344,1.66,23-08-2018,71,79,68,348,600
*4,MAHI BAJAJ SAGAR,280.75,276.15,1.711,1.116,23-08-2018,65,97,75,63,140
5,JHAKAM,359.5,354.65,0.132,0.088,23-08-2018,67,100,77,28,-
*6,RANA PRATAP SAGAR,352.81,349.25,1.436,0.783,23-08-2018,55,53,69,229,172
7,TENUGHAT,269.14,259.31,0.821,0.389,23-08-2018,47,41,43,-,-
8,MAITHON,146.3,143.56,0.471,0.299,23-08-2018,63,75,80,342,-
*12,HIRAKUD,192.02,189.21,5.378,3.138,23-08-2018,58,48,53,153,307
*13,BALIMELA,462.08,458.3,2.676,2.009,23-08-2018,75,33,30,-,360
14,SALANADI,82.3,76.48,0.558,0.379,16-08-2018,68,35,34,42,-
*15,RENGALI,123.5,119.52,3.432,2.151,23-08-2018,63,69,58,3,200
*16,MACHKUND(JALAPUT),838.16,837.07,0.893,0.789,23-08-2018,88,47,56,-,115
*17,UPPER KOLAB,858.0,855.9,0.935,0.736,23-08-2018,79,35,38,89,320
*18,UPPER INDRAVATI,642.0,639.51,1.456,1.186,23-08-2018,81,46,56,128,600
19,MAYURAKSHI,121.31,113.83,0.48,0.171,23-08-2018,36,86,57,227,-
20,KANGSABATI,134.14,128.81,0.914,0.49,23-08-2018,54,75,56,341,-
21,GUMTI,93.55,93.2,0.312,0.296,22-08-2018,95,96,51,-,15
*22,UKAI,105.16,94.51,6.615,1.953,23-08-2018,30,39,62,348,300
23,SABARMATI(DHAROI),189.59,182.04,0.735,0.175,23-08-2018,24,93,54,95,1
*24,KADANA,127.7,123.09,1.472,0.76,23-08-2018,52,75,63,200,120
25,SHETRUNJI,55.53,52.82,0.3,0.013,23-08-2018,4,44,48,36,-
26,BHADAR,107.89,105.28,0.188,0.094,23-08-2018,50,57,46,27,-
27,DAMANGANGA,79.86,75.8,0.502,0.305,23-08-2018,61,56,57,51,1
28,DANTIWADA,184.1,172.39,0.399,0.079,23-08-2018,20,92,28,45,-
29,PANAM,127.41,126.3,0.697,0.479,23-08-2018,69,70,60,36,2
*30,SARDAR SAROVAR,138.68,117.48,5.76,0.858,23-08-2018,15,28,26,2120,1450
31,KARJAN,115.25,110.95,0.523,0.395,23-08-2018,76,67,62,51,3
32,JAYAKWADI(PAITHAN),463.91,458.79,2.171,0.597,16-08-2018,27,50,26,227,-
*33,KOYANA,657.9,658.83,2.652,2.652,23-08-2018,100,91,93,-,1920
34,BHIMA(UJJANI),496.83,495.8,1.517,1.186,23-08-2018,78,63,53,125,12
35,ISAPUR,441.0,437.06,0.965,0.61,23-08-2018,63,7,47,104,-
36,MULA,552.3,548.07,0.609,0.404,23-08-2018,66,72,64,139,-
37,YELDARI,461.77,449.6,0.809,0.052,23-08-2018,6,4,22,78,-
38,GIRNA,398.07,391.28,0.524,0.233,23-08-2018,44,53,25,79,-
39,KHADAKVASLA,582.47,582.47,0.056,0.056,23-08-2018,100,88,66,78,8
*40,UPPER VAITARNA,603.5,602.74,0.331,0.307,23-08-2018,93,96,82,-,61
41,UPPER TAPI,214.0,210.98,0.255,0.101,23-08-2018,40,48,59,45,-
*42,PENCH(TOTLADOH),490.0,475.17,1.091,0.23,23-08-2018,21,10,60,127,160
43,UPPER WARDHA,342.5,338.52,0.564,0.264,23-08-2018,47,46,75,70,-
44,BHATSA,142.07,139.94,0.942,0.884,23-08-2018,94,94,83,29.378,15
45,DHOM,747.7,746.7,0.331,0.308,23-08-2018,93,73,76,36.2,2
