S. NO,NAME OF RESERVOIR,FRL (m),RESERVOIR LEVEL (m),LIVE CAPACITY AT FRL (BCM),CURRENT LIVE STORAGE (BCM),DATE,CURRENT YEAR,LAST YEAR,LAST 10 YEARS AVERAGE,IRR. (CCA) IN TH. HA,HYDEL IN MW
1,GOBIND SAGAR(BHAKRA),512.06,480.88,6.229,1.742,30-05-2024,28.0,22.0,25.0,676.0,1379.0
*2,PONG DAM(BEAS),423.67,401.79,6.157,1.593,30-05-2024,26.0,36.0,26.0,0.0,396.0
*3,KOL DAM,642.0,639.61,0.089,0.053,30-05-2024,60.0,65.0,35.0,0.0,800.0
4,THEIN DAM,527.91,506.49,2.344,0.939,30-05-2024,40.0,54.0,50.0,348.0,600.0
5,MAHI BAJAJ SAGAR,280.75,269.0,1.711,0.52,30-05-2024,30.0,31.0,31.0,63.0,140.0
6,JHAKAM,359.5,343.25,0.132,0.023,30-05-2024,17.0,25.0,26.0,28.0,0.0
7,RANA PRATAP SAGAR,352.81,347.76,1.436,0.567,30-05-2024,39.0,74.0,40.0,229.0,172.0
8,BISALPUR,315.5,310.3,1.076,0.329,30-05-2024,31.0,59.0,40.0,81.8,0.0
9,JAWAI DAM,313.4,301.59,0.193,0.025,30-05-2024,13.0,22.0,14.0,38.67,0.0
10,JAISAMAND,295.54,290.12,0.296,0.073,30-05-2024,25.0,57.0,39.0,16.0,0.0
11,TENUGHAT,269.14,257.54,0.821,0.327,30-05-2024,40.0,40.0,42.0,0.0,0.0
12,MAITHON,146.3,144.29,0.471,0.334,30-05-2024,71.0,42.0,37.0,342.0,0.0
*$13,PANCHET HILL,124.97,124.87,0.184,0.179,30-05-2024,97.0,45.0,48.0,0.0,80.0
$14,KONAR,425.81,418.73,0.176,0.067,30-05-2024,38.0,43.0,34.0,0.0,0.0
$15,TILAIYA,368.81,364.01,0.142,0.01,30-05-2024,7.0,13.0,18.0,0.0,4.0
*16,GETALSUD,590.06,585.0,0.218,0.078,30-05-2024,36.0,30.0,39.0,0.0,130.0
17,HIRAKUD,192.02,184.81,5.378,1.283,30-05-2024,24.0,20.0,22.0,153.0,307.0
*18,BALIMELA,462.08,445.55,2.676,0.512,30-05-2024,19.0,15.0,19.0,0.0,360.0
19,SALANADI,82.3,72.34,0.558,0.269,30-05-2024,48.0,44.0,46.0,42.0,0.0
20,RENGALI,123.5,114.46,3.432,0.851,30-05-2024,25.0,20.0,17.0,3.0,200.0
*21,MACHKUND(JALAPUT),838.16,822.28,0.893,0.075,30-05-2024,8.0,30.0,25.0,0.0,115.0
