NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,314.0,9.2541918429794
ALMATTI,16.3450459,75.9012249,519.47,0.1838477631084959
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,341.6333333333334,3.868246803570519
BALIMELA,18.2296614,82.0630683,453.26375,4.817465063999642
BANSAGAR,24.18925565,81.2871821733634,339.9975,1.0769367934762235
BARGI,22.59238445,79.189308180866,421.7575,1.1352878804200182
BARNA DAM,23.0524678,78.0640063,347.09375,1.4315420007809598
BARVI DAM,19.1881163,73.3362814,74.06,2.276883835420682
BHADAR,23.5779856,77.9285465333822,105.57125,2.4812234165542506
BHADRA,29.1012943,75.1675355,654.725,3.742806433680462
BHAMA ASKHED,18.8382955,73.725155,669.96,
BHANDARDARA,19.5551306,73.7558419,699.6855555555555,133.97968046602358
BHATGHAR,22.3578313,91.7843113,622.8799999999999,0.5542562584220259
BHATSA,19.3256654,73.1931999,140.83125,0.6942712006125593
BHIMA(UJJANI),18.0713009,75.1195389,495.89625,1.7198998102049077
BISALPUR,28.3176982,79.842240707502,313.746,2.021479656093526
BRAHMANI(GUJ),21.2778977,85.0278819,62.17999999999999,1.8907802622198115
CHANDAN DAM,18.2454718,75.5261242,134.385,1.774838020778228
CHASKAMAN,18.9607567,73.7854046,649.4366666666666,0.0808290376865561
DAMANGANGA,20.3161771,72.8311695,77.2,0.4456135417280639
DANTIWADA,24.3239388,72.3255763,176.93,6.109131338765415
DARNA DAM,19.7394692,73.6697073,570.66,
DHOM,73.8181253712423,17.981520187933,746.37125,1.1531625768171367
DIMBHE DAM,19.096012,73.7440799,717.9666666666667,0.9641749495467008
DONKARAYI,17.9273073,81.80064565,310.955,2.283954903232561
DOYANG HEP,26.2323405,94.2608939305724,318.406,3.1347535788320213
DUDHAWA,20.30560355,81.784390153548,422.7225,2.409361948732488
DUDHGANGA,33.8893255,74.6836692,644.85625,1.1673650120799988
GANDHI SAGAR,21.1457864,79.0987312544945,397.01125,2.75236229706152
GERUSOPPA,14.2433775,74.6532531,49.965,1.394499398145649
GETALSUD,23.4454661,85.5456769,587.8166666666666,1.6628990749090182
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,661.3275000000001,2.504297734467143
GIRNA,74.7157151595633,20.4787568156919,394.06625,2.6654559379481
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,505.7575,4.759810170284404
GUMTI,22.93108075,80.0367816265992,91.41,1.4824529222429526
HARANGI,12.4948912,75.8392181,870.61625,0.4885821322971049
HARIHARJHOR,84.0151588306839,21.0375606778149,145.315,2.382890401732037
HATHMATI,23.5378487,72.899316,178.748,2.076359795411185
HEMAVATHY,13.1463734,76.4483751,887.2475000000001,3.9730152277584136
