NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,315.13199999999995,3.6326945921725815
ALMATTI,16.3450459,75.9012249,516.65,1.785963792092902
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,335.8,5.2827549630850665
BALIMELA,18.2296614,82.0630683,454.6422222222222,3.707987249768319
BANSAGAR,24.18925565,81.2871821733634,338.53222222222223,1.7506268718503148
BARGI,22.59238445,79.189308180866,420.15777777777777,1.1736670926819306
BARNA DAM,23.0524678,78.0640063,345.5311111111111,1.889553151173882
BARVI DAM,19.1881163,73.3362814,69.2,0.5332916650389381
BHADAR,23.5779856,77.9285465333822,105.07,2.349090249437002
BHADRA,29.1012943,75.1675355,652.7822222222222,4.5909606232731255
BHAMA ASKHED,18.8382955,73.725155,667.78,
BHANDARDARA,19.5551306,73.7558419,697.0233333333333,134.35089327950146
BHATGHAR,22.3578313,91.7843113,621.2479999999999,2.6985588746588136
BHATSA,19.3256654,73.1931999,132.27444444444444,2.34743536178907
BHIMA(UJJANI),18.0713009,75.1195389,495.1122222222223,2.62055231667761
BISALPUR,28.3176982,79.842240707502,312.97166666666664,1.4579631911220172
BRAHMANI(GUJ),21.2778977,85.0278819,61.802,1.784592390435417
CHANDAN DAM,18.2454718,75.5261242,146.47666666666666,3.2628259734980287
CHASKAMAN,18.9607567,73.7854046,647.0866666666667,0.617764788032871
DAMANGANGA,20.3161771,72.8311695,77.5,1.2232129822725082
DANTIWADA,24.3239388,72.3255763,174.45222222222222,5.181403713709683
DARNA DAM,19.7394692,73.6697073,568.07,
DHOM,,,742.6175000000001,3.6669284538581097
DIMBHE DAM,19.096012,73.7440799,715.12,1.0392304845413494
DONKARAYI,17.9273073,81.80064565,313.87,1.569777054234155
DOYANG HEP,26.2323405,94.2608939305724,315.8666666666667,3.7497555475879687
DUDHAWA,20.30560355,81.784390153548,421.282,3.784424659046621
DUDHGANGA,33.8893255,74.6836692,640.15,3.323096662538047
GANDHI SAGAR,21.1457864,79.0987312544945,396.39,3.429001312335725
GERUSOPPA,14.2433775,74.6532531,50.43111111111111,1.8851554607276064
GETALSUD,23.4454661,85.5456769,586.6,0.4949747468306014
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,654.1544444444444,4.733099172611726
GIRNA,,,393.1322222222223,4.8111791116569735
GOBIND SAGAR(BHAKRA),,,495.2466666666666,5.614579236238455
GUMTI,22.93108075,80.0367816265992,91.3375,1.1930602906571215
HARANGI,12.4948912,75.8392181,860.411111111111,5.565344653398481
HARIHARJHOR,,,144.95833333333334,0.8233690950397925
HATHMATI,23.5378487,72.899316,178.335,1.4582752369380312
HEMAVATHY,13.1463734,76.4483751,880.0755555555556,4.778274037534635
HIRAKUD,21.54901785,83.8937312620797,190.83,0.4795831523312666
IDAMALAYAR,10.1925052,76.7211181,156.99333333333334,3.667843371792196
IDUKKI,9.8154785,76.9991599480914,723.0288888888889,4.847049216906199
INDIRA SAGAR,22.28453935,76.4718831695605,257.67555555555555,2.3533864488812206
