NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,316.204,4.635728637442019
ALMATTI,16.3450459,75.9012249,517.2850000000001,2.08151387216132
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,337.875,6.823580438450168
BALIMELA,18.2296614,82.0630683,454.8675,3.8379821707320767
BANSAGAR,24.18925565,81.2871821733634,338.81375,1.776062559226375
BARGI,22.59238445,79.189308180866,420.7533333333333,0.9693038739218884
BARNA DAM,23.0524678,78.0640063,344.61125,4.310145630618859
BARVI DAM,19.1881163,73.3362814,70.155,0.1626345596728987
BHADAR,23.5779856,77.9285465333822,106.055,1.690773280399913
BHADRA,29.1012943,75.1675355,654.12125,3.652777563522232
BHAMA ASKHED,18.8382955,73.725155,669.13,
BHANDARDARA,19.5551306,73.7558419,691.355,142.14254967662364
BHATGHAR,22.3578313,91.7843113,621.8439999999999,2.340337582486778
BHATSA,19.3256654,73.1931999,134.03625,2.396908350950696
BHIMA(UJJANI),18.0713009,75.1195389,495.2475,2.6449939238385585
BISALPUR,28.3176982,79.842240707502,313.47,1.3881522490947016
BRAHMANI(GUJ),21.2778977,85.0278819,61.94,1.8771387801651749
CHANDAN DAM,18.2454718,75.5261242,148.11333333333334,3.416289410066617
CHASKAMAN,18.9607567,73.7854046,648.3,0.6222539674441184
DAMANGANGA,20.3161771,72.8311695,78.2,1.250999600319682
DANTIWADA,24.3239388,72.3255763,176.19125,5.000964014210516
DARNA DAM,19.7394692,73.6697073,568.13,
DHOM,73.8181253712423,17.981520187933,743.01,3.660152221658824
DIMBHE DAM,19.096012,73.7440799,717.36,1.0323759005323851
DONKARAYI,17.9273073,81.80064565,312.435,0.1484924240492007
DOYANG HEP,26.2323405,94.2608939305724,316.90833333333336,3.6132280119951714
DUDHAWA,20.30560355,81.784390153548,421.33,3.820215962481682
DUDHGANGA,33.8893255,74.6836692,641.1687499999999,3.018861836141951
GANDHI SAGAR,21.1457864,79.0987312544945,396.75125,3.272864352738837
GERUSOPPA,14.2433775,74.6532531,51.07125,1.832947957331498
GETALSUD,23.4454661,85.5456769,586.77,0.4535048695070924
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,656.47,5.104465831854637
GIRNA,74.7157151595633,20.4787568156919,393.22,5.005312178076398
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,498.94,4.674104956337333
GUMTI,22.93108075,80.0367816265992,91.4625,1.1706988145059862
HARANGI,12.4948912,75.8392181,860.045,6.356180344470146
HARIHARJHOR,84.0151588306839,21.0375606778149,144.95000000000002,0.895120103673242
HATHMATI,23.5378487,72.899316,178.918,1.383047359998928
HEMAVATHY,13.1463734,76.4483751,881.555,4.55485612129672
HIRAKUD,21.54901785,83.8937312620797,191.13625,0.4631549416771872
