NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,307.42333333333335,3.3573253243218946
ALMATTI,16.3450459,75.9012249,508.015,0.0212132034355771
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,332.375,3.9951533137039776
BALIMELA,18.2296614,82.0630683,445.4483333333333,2.1494130981890778
BANSAGAR,24.18925565,81.2871821733634,335.4316666666667,1.890157841733516
BARGI,22.59238445,79.189308180866,413.80428571428575,1.5414155522641937
BARNA DAM,23.0524678,78.0640063,342.53142857142853,2.721478939666376
BARVI DAM,19.1881163,73.3362814,60.22,0.4525483399593908
BHADAR,23.5779856,77.9285465333822,101.92375,1.6002404953184823
BHADRA,29.1012943,75.1675355,639.2114285714285,3.526525336982696
BHAMA ASKHED,18.8382955,73.725155,655.825,2.5809397513309227
BHANDARDARA,19.5551306,73.7558419,668.2442857142858,147.00772585787715
BHATGHAR,22.3578313,91.7843113,599.8475,4.298964022490376
BHATSA,19.3256654,73.1931999,111.00714285714284,2.4272736028015327
BHIMA(UJJANI),18.0713009,75.1195389,488.14,2.4472092949589217
BISALPUR,28.3176982,79.842240707502,311.964,1.569531777314487
BRAHMANI(GUJ),21.2778977,85.0278819,60.9225,0.7610245287330317
CHANDAN DAM,18.2454718,75.5261242,135.345,1.053589103967962
CHASKAMAN,18.9607567,73.7854046,631.425,0.3464823227814147
DAMANGANGA,20.3161771,72.8311695,67.77857142857142,1.6180897026167282
DANTIWADA,24.3239388,72.3255763,168.72125,4.005925744622411
DARNA DAM,19.7394692,73.6697073,563.97,2.418305191658004
DHOM,73.8181253712423,17.981520187933,733.0733333333334,3.212965400788901
DIMBHE DAM,19.096012,73.7440799,690.065,4.702260094890565
DONKARAYI,17.9273073,81.80064565,301.795,4.6315494167719145
DOYANG HEP,26.2323405,94.2608939305724,307.3375,1.8535439029060137
DUDHAWA,20.30560355,81.784390153548,419.455,3.101445899361569
DUDHGANGA,33.8893255,74.6836692,618.9114285714286,8.153253805631682
GANDHI SAGAR,21.1457864,79.0987312544945,390.875,5.572251788998772
GERUSOPPA,14.2433775,74.6532531,50.26857142857143,1.666477608324701
GETALSUD,23.4454661,85.5456769,585.0500000000001,0.776208734813066
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,635.9471428571429,3.742885314325085
GIRNA,74.7157151595633,20.4787568156919,386.11428571428576,3.61493133702821
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,473.8728571428572,12.833058500458488
GUMTI,22.93108075,80.0367816265992,88.89999999999999,1.827840255602216
HARANGI,12.4948912,75.8392181,857.0057142857142,5.308354601138508
HARIHARJHOR,84.0151588306839,21.0375606778149,142.58249999999998,2.2139312696347635
HATHMATI,23.5378487,72.899316,177.07999999999998,1.1293065718985846
HEMAVATHY,13.1463734,76.4483751,876.9914285714286,4.043914887710618
HIRAKUD,21.54901785,83.8937312620797,184.57571428571427,0.8959884140407421
IDAMALAYAR,10.1925052,76.7211181,133.6042857142857,4.512519093746707
IDUKKI,9.8154785,76.9991599480914,708.9442857142857,3.547477306212849
INDIRA SAGAR,22.28453935,76.4718831695605,250.56857142857143,2.020853190869542
ISAPUR,20.5899347,77.2098188093994,430.36,4.781896415997855
JAISAMAND,24.2408582,73.9493619,290.415,0.4171930009000252
JAWAI DAM,25.09880775,73.1498723820145,302.76,1.6546298679765437
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,457.6225,2.456343100743753
JHAKAM,24.0984575,74.7282574,344.54375,3.079359569316781
JIRGO,25.0699961,82.9374163,90.6225,3.427685078883417
KABINI,12.0140065,76.4152088,687.8514285714285,2.2864997162433487
KADANA,73.8243772355057,23.305111026678,120.0942857142857,1.2399711978221817
KADDAM (K.N.R.),19.0991812,78.7800368,204.89,
KAKKI,77.1421299966909,9.32523000371765,949.23,7.821777291638983
KALLADA(PARAPPAR),80.95,77.0722222222222,100.53285714285714,4.034615695394519
KANDALERU,14.34397655,79.5958785963203,72.54,8.66653910162528
KANGSABATI,22.792957,86.9767406,125.56166666666668,1.8603162813528995
KANHER,22.6329916,78.8144437915916,672.935,2.011939362903415
KARJAN,21.7118499,73.5043874,100.8442857142857,4.5419043624998565
KHADAKVASLA,18.4372365,73.7651846,579.5600000000001,0.6135144660070874
KHANDONG,25.523157,92.6523398,728.35,
KOL DAM,31.3826712,76.8815127,638.695,1.5989267233574558
KOLAR DAM,7.3458828410971,22.9591081723033,451.265,0.5669509091035307
KONAR,23.8836171,85.7962407,419.6266666666667,1.0692209001573654
KOYANA,,,628.3342857142858,5.229575690700148
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,739.5671428571429,1.821809670682016
LINGANAMAKKI,14.1731954,74.8292508,535.7033333333334,3.685488660498992
LOWER BHAWANI,27.709805,85.6071765,267.93,5.884499412297818
LOWER MANAIR,18.3996537,79.1310126,270.99285714285713,2.5887430301577994
MACHCHHU-I,70.9687616491141,22.4683032331794,128.1725,0.7458496273825324
MACHCHHU-II,70.8654774481862,22.7633457042978,52.91,3.0777914159344832
MACHKUND(JALAPUT),18.459192,82.548478,827.1716666666666,2.611347672499163
MAHANADI,20.860055,84.149394,341.4583333333333,2.2424934039293585
MAHI BAJAJ SAGAR,23.6284854,74.5472827,268.76625,1.2543517107596844
MAITHON,23.838125,86.8075539772727,141.47833333333332,3.140620427028169
MALAMPUZHA,10.8190998,76.6652482,197.08375,267.5697770108628
MALAPRABHA(RENUKA),31.258165,77.6557982,622.8971428571429,2.3244907276341507
MANDIRA DAM,22.3073212,84.6193753164174,207.15,0.8336066218547038
MANI DAM,13.6759636,75.0477553,571.5625,1.4685678965123117
MANIKDOH,19.8500056,77.5023636,685.4985714285714,2.053756140761196
MATATILA,25.1002237,78.3719184832803,301.7,0.5501514942874043
