NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,304.87,6.305101109419262
ALMATTI,16.3450459,75.9012249,509.955,0.8273149339882919
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,332.65,3.959797974644662
BALIMELA,18.2296614,82.0630683,448.23625,3.2446524687332925
BANSAGAR,24.18925565,81.2871821733634,335.77375,1.7665457618107148
BARGI,22.59238445,79.189308180866,415.8625,1.461552501378489
BARNA DAM,23.0524678,78.0640063,342.31375,2.784153821181592
BARVI DAM,19.1881163,73.3362814,62.885,0.3889087296525991
BHADAR,23.5779856,77.9285465333822,162.2122222222222,179.4575196792947
BHADRA,29.1012943,75.1675355,641.8985714285715,4.322443092247056
BHAMA ASKHED,18.8382955,73.725155,659.6300000000001,3.0971277015970347
BHANDARDARA,19.5551306,73.7558419,681.36875,139.62201601236512
BHATGHAR,22.3578313,91.7843113,606.8275,5.3631916803336095
BHATSA,19.3256654,73.1931999,117.34125,2.160525316411994
BHIMA(UJJANI),18.0713009,75.1195389,490.19375,2.3444520377143365
BISALPUR,28.3176982,79.842240707502,312.2625,1.6025266508444185
BRAHMANI(GUJ),21.2778977,85.0278819,61.44,0.7706274499825857
CHANDAN DAM,18.2454718,75.5261242,133.655,3.443610024378489
CHASKAMAN,18.9607567,73.7854046,609.0550000000001,40.439436816058574
DAMANGANGA,20.3161771,72.8311695,70.73125,1.6796975705678183
DANTIWADA,24.3239388,72.3255763,169.145,4.151147861908632
DARNA DAM,19.7394692,73.6697073,566.39,3.662813126546361
DHOM,,,735.28125,2.8865324600386866
DIMBHE DAM,19.096012,73.7440799,699.25,2.7294321753800026
DONKARAYI,17.9273073,81.80064565,304.525,6.031620843521251
DOYANG HEP,26.2323405,94.2608939305724,308.15,1.5758595538097169
DUDHAWA,20.30560355,81.784390153548,419.8875,3.073362707741037
DUDHGANGA,33.8893255,74.6836692,626.5600000000001,4.214148127966589
GANDHI SAGAR,21.1457864,79.0987312544945,391.615,4.9394389502105565
GERUSOPPA,14.2433775,74.6532531,50.195,1.55361329992836
GETALSUD,23.4454661,85.5456769,585.3033333333334,1.0136238618607094
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,640.2975,5.217672579115801
GIRNA,,,387.505,3.513650929893672
GOBIND SAGAR(BHAKRA),,,477.31375,9.63520470165822
GUMTI,22.93108075,80.0367816265992,88.8875,1.543361359408183
HARANGI,12.4948912,75.8392181,857.68125,3.594652526422293
HARIHARJHOR,,,142.5675,1.6426274684175923
HATHMATI,23.5378487,72.899316,177.37,1.1373653766490228
HEMAVATHY,13.1463734,76.4483751,876.46,4.716006179566987
HIRAKUD,21.54901785,83.8937312620797,186.7225,1.0818469656762295
IDAMALAYAR,10.1925052,76.7211181,139.51,2.6165626306282057
IDUKKI,9.8154785,76.9991599480914,711.58875,3.740742621077083
INDIRA SAGAR,22.28453935,76.4718831695605,252.765,1.6719876964687397
ISAPUR,20.5899347,77.2098188093994,431.75375,4.26284927349904
JAISAMAND,24.2408582,73.9493619,291.505,2.057680733252831
JAWAI DAM,25.09880775,73.1498723820145,304.06,1.4142135623730951
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,458.565,2.715300562158292
JHAKAM,24.0984575,74.7282574,344.76875,3.027957527065765
JIRGO,25.0699961,82.9374163,90.9625,3.4919085039559707
KABINI,12.0140065,76.4152088,688.2075,1.9123639073894367
KADANA,,,121.1175,1.88346754684013
KADDAM (K.N.R.),19.0991812,78.7800368,205.43,
KAKKI,,,958.7275,4.583525623671954
KALLADA(PARAPPAR),80.95,77.0722222222222,101.40625,5.776741388657503
KANDALERU,14.34397655,79.5958785963203,73.74000000000001,9.324119261356543
KANGSABATI,22.792957,86.9767406,125.15625,1.853205234952983
KANHER,22.6329916,78.8144437915916,677.07,2.3377624629831915
KARJAN,21.7118499,73.5043874,103.57375,3.754456161873328
KHADAKVASLA,18.4372365,73.7651846,580.38875,0.9679940598991248
KHANDONG,25.523157,92.6523398,707.4,
KOL DAM,31.3826712,76.8815127,639.7475,1.4607389682394862
KOLAR DAM,,,451.96,0.5751521537819249
KONAR,23.8836171,85.7962407,420.94000000000005,0.6274551776820171
KOYANA,,,638.905,4.3701748902565765
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,740.21,3.1211002333578586
LINGANAMAKKI,14.1731954,74.8292508,538.59625,3.701238933500114
LOWER BHAWANI,27.709805,85.6071765,266.66,6.8659054131889405
LOWER MANAIR,18.3996537,79.1310126,271.145,2.273757117321775
MACHCHHU-I,,,128.9,0.9994998749374638
MACHCHHU-II,,,54.5975,1.4036470354045585
MACHKUND(JALAPUT),18.459192,82.548478,829.6925,2.7926523490862607
MAHANADI,20.860055,84.149394,342.2075,1.6733435306082804
MAHI BAJAJ SAGAR,23.6284854,74.5472827,269.2375,1.2164791114406732
MAITHON,23.838125,86.8075539772727,142.2625,3.5117303427228035
MALAMPUZHA,10.8190998,76.6652482,197.36,267.445272372285
MALAPRABHA(RENUKA),31.258165,77.6557982,623.315,2.480633559626061
MANDIRA DAM,22.3073212,84.6193753164174,208.015,0.6845679902926604
MANI DAM,13.6759636,75.0477553,574.79,1.60287242162308
MANIKDOH,19.8500056,77.5023636,688.195,3.1130646361056
MATATILA,25.1002237,78.3719184832803,303.22,0.920527798912922
MAUDAHA,25.70656655,80.0434571115807,144.23333333333335,2.059935274064054
MAYURAKSHI,24.157345,87.283314,111.615,1.4881532179181027
MEJA,25.1648519,82.1401075344574,166.45,3.0
METTUR(STANLEY),11.908625,77.8007315102992,223.99875,9.413094887290942
MINIMATA BANGO,,,352.4771428571429,1.9216201002081053
MULA,,,541.7212499999999,3.577510856527389
MULSHI,18.5134117,73.5668845512146,595.384,1.000164986389715
MUSI PROJECT,,,189.69,
NAGARJUNA SAGAR,16.495012,79.2208086604122,158.0475,4.458499907880613
NANAK SAGAR,28.962642,79.840101245,209.41,2.177888886054556
NARAYANPUR,24.04358345,86.5806128001105,487.48,0.974723403989933
NIRA DEOGHAR,18.0938071,73.7113388394077,648.14,4.267130183155873
NIZAM SAGAR,18.1735195,77.9340163606773,423.3575,2.547042402473907
OMKARESHWAR,22.2429799,76.1495705,194.865,1.0554146104730575
PANAM,,,121.70625,1.9680370024105576
PANCHET HILL,23.6894152,86.7619917,123.7,0.946942448092811
PANSHET(TANAJISAGAR),,,618.04,0.5515432893254878
PARAMBIKULAM,10.3865889,76.7681666,539.8325,3.607194200483245
PENCH(TOTLADOH),,,477.52875,8.482912972558418
PERIYAR,10.1643734,76.4425439,860.49375,1.6306522577527829
PONG DAM(BEAS),,,401.98,7.551285604830099
PRIYADARSHINI JURALA,16.3389148,77.7040906894285,209.49,121.14775359039886
RAJGHAT DAM,24.76354165,78.2306857680294,363.8250000000001,1.4495689014324105
RAMGANGA,21.8098071,88.376534,340.78125,9.317662854569733
RANA PRATAP SAGAR,24.8132257,75.600809123949,347.74875,1.0753662166908606
RANGAWAN,26.184431,78.6049569,221.98666666666668,1.874041977473644
