NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,316.606,6.184454705145832
ALMATTI,16.3450459,75.9012249,519.31,0.4513313638558984
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,340.78333333333336,4.734272207354916
BALIMELA,18.2296614,82.0630683,456.6777777777778,3.92174953871922
BANSAGAR,24.18925565,81.2871821733634,340.544,1.6118739956267385
BARGI,22.59238445,79.189308180866,422.1722222222222,0.7591570617760485
BARNA DAM,23.0524678,78.0640063,347.0611111111112,1.4933975060616365
BARVI DAM,19.1881163,73.3362814,72.28999999999999,0.1272792206135683
BHADAR,23.5779856,77.9285465333822,106.67888888888888,2.1394768311695085
BHADRA,29.1012943,75.1675355,654.4388888888889,4.0107245119941926
BHAMA ASKHED,18.8382955,73.725155,671.66,
BHANDARDARA,19.5551306,73.7558419,655.218888888889,177.30947813388633
BHATGHAR,22.3578313,91.7843113,623.28,0.0
BHATSA,19.3256654,73.1931999,140.61,2.267603360378525
BHIMA(UJJANI),18.0713009,75.1195389,496.2744444444445,1.777463861173517
BISALPUR,28.3176982,79.842240707502,314.046,1.4102765686205034
BRAHMANI(GUJ),21.2778977,85.0278819,62.688,1.7440670858656795
CHANDAN DAM,18.2454718,75.5261242,149.23000000000002,1.117228714274764
CHASKAMAN,18.9607567,73.7854046,649.3499999999999,0.2545584412272069
DAMANGANGA,20.3161771,72.8311695,79.72,0.6142271566774041
DANTIWADA,24.3239388,72.3255763,178.71333333333334,5.387970397097596
DARNA DAM,19.7394692,73.6697073,571.45,
DHOM,,,745.8088888888889,3.4822817391921506
DIMBHE DAM,19.096012,73.7440799,719.1,0.4949747468306154
DONKARAYI,17.9273073,81.80064565,310.775,1.1667261889578076
DOYANG HEP,26.2323405,94.2608939305724,319.324,1.07325672604459
DUDHAWA,20.30560355,81.784390153548,422.482,2.6735687759996107
DUDHGANGA,33.8893255,74.6836692,644.66875,1.9961995140766755
GANDHI SAGAR,21.1457864,79.0987312544945,398.57,2.468962332640986
GERUSOPPA,14.2433775,74.6532531,49.64333333333334,2.188841017525029
GETALSUD,23.4454661,85.5456769,588.4566666666666,0.4722640504349778
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,660.3377777777778,4.528095012744863
GIRNA,,,394.9044444444445,4.498361121317183
GOBIND SAGAR(BHAKRA),,,506.2655555555556,3.87738994399296
GUMTI,22.93108075,80.0367816265992,83.3412,29.18757568555497
HARANGI,12.4948912,75.8392181,869.4022222222222,2.74127150141032
HARIHARJHOR,,,146.315,0.7875912645528776
HATHMATI,23.5378487,72.899316,179.96166666666667,1.2234282433664276
HEMAVATHY,13.1463734,76.4483751,884.8866666666667,5.518679642813094
HIRAKUD,21.54901785,83.8937312620797,191.866,0.2603928655790024
IDAMALAYAR,10.1925052,76.7211181,159.0325,5.205038081375727
IDUKKI,9.8154785,76.9991599480914,723.8255555555556,5.406868574117367
INDIRA SAGAR,22.28453935,76.4718831695605,260.661,2.4775635433044068
ISAPUR,20.5899347,77.2098188093994,436.8611111111111,4.182754608043734
JAISAMAND,24.2408582,73.9493619,296.255,4.009295449327696
JAWAI DAM,25.09880775,73.1498723820145,313.365,0.0636396103068117
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,462.0777777777778,2.734226480093496
JHAKAM,24.0984575,74.7282574,359.07222222222225,0.956265885852071
JIRGO,25.0699961,82.9374163,94.164,3.045493391882505
KABINI,12.0140065,76.4152088,694.7544444444444,1.775021909097951
KADANA,,,127.03777777777776,1.3430262262682855
KADDAM (K.N.R.),19.0991812,78.7800368,211.14,
KAKKI,,,973.7866666666666,4.32519941736796
KALLADA(PARAPPAR),80.95,77.0722222222222,109.22625,5.850753156645734
KANDALERU,14.34397655,79.5958785963203,76.98666666666666,9.094846526101108
KANGSABATI,22.792957,86.9767406,129.88444444444443,2.579884256663035
KANHER,22.6329916,78.8144437915916,690.054,1.6178009766345869
KARJAN,21.7118499,73.5043874,113.42444444444445,2.581976525411837
KHADAKVASLA,18.4372365,73.7651846,581.3744444444444,1.1449575440939814
KHANDONG,25.523157,92.6523398,722.4,
KOL DAM,31.3826712,76.8815127,641.24,0.0930053761886852
KOLAR DAM,,,461.364,1.2504719109200162
KONAR,23.8836171,85.7962407,425.676,0.7267255327838819
KOYANA,,,657.6366666666668,2.395454027945405
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,749.1655555555556,4.486808752084061
LINGANAMAKKI,14.1731954,74.8292508,550.5222222222222,3.690368470010117
LOWER BHAWANI,27.709805,85.6071765,274.4377777777778,5.821313807418767
LOWER MANAIR,18.3996537,79.1310126,277.0711111111111,4.367735238211123
MACHCHHU-I,,,135.226,0.136491757992936
MACHCHHU-II,,,56.904,0.5461043856260449
MACHKUND(JALAPUT),18.459192,82.548478,836.3622222222223,1.884076549518208
MAHANADI,20.860055,84.149394,345.7075,2.466470873825301
MAHI BAJAJ SAGAR,23.6284854,74.5472827,281.1722222222222,0.2884344716646138
MAITHON,23.838125,86.8075539772727,147.44111111111113,2.8847159498139665
MALAMPUZHA,10.8190998,76.6652482,195.7111111111111,249.6986619129368
MALAPRABHA(RENUKA),31.258165,77.6557982,630.8344444444444,3.0404075019276275
MANDIRA DAM,22.3073212,84.6193753164174,209.015,1.3955285736952767
MANI DAM,13.6759636,75.0477553,587.462,3.8302049553516224
MANIKDOH,19.8500056,77.5023636,705.4811111111111,5.20998187243595
MATATILA,25.1002237,78.3719184832803,307.84444444444443,0.6093461887775652
MAUDAHA,25.70656655,80.0434571115807,147.0,0.9643650760992922
MAYURAKSHI,24.157345,87.283314,116.85555555555555,2.34813815133986
MEJA,25.1648519,82.1401075344574,171.65,3.447100230628645
METTUR(STANLEY),11.908625,77.8007315102992,231.40666666666664,7.696827268426907
MINIMATA BANGO,,,355.84222222222223,1.91585997516636
MULA,,,550.9733333333334,2.3689607426042
MULSHI,18.5134117,73.5668845512146,605.774,0.3669877382148214
MUSI PROJECT,,,196.38,
NAGARJUNA SAGAR,16.495012,79.2208086604122,171.97555555555556,9.510447033540432
NANAK SAGAR,28.962642,79.840101245,214.2,0.3252691193458074
NARAYANPUR,24.04358345,86.5806128001105,491.4044444444445,0.7725139337111017
NIRA DEOGHAR,18.0938071,73.7113388394077,667.1,0.0
NIZAM SAGAR,18.1735195,77.9340163606773,426.99,2.162856906963575
OMKARESHWAR,22.2429799,76.1495705,194.544,1.1188074007620872
PANAM,,,125.80666666666669,1.6529972776747095
PANCHET HILL,23.6894152,86.7619917,127.52,0.7437293414497884
PANSHET(TANAJISAGAR),,,636.43,
PARAMBIKULAM,10.3865889,76.7681666,551.0133333333333,5.061175752727794
PENCH(TOTLADOH),,,485.874,5.609395293216141
PERIYAR,10.1643734,76.4425439,863.7333333333333,2.5345463104863577
PONG DAM(BEAS),,,419.0288888888888,3.669548488725974
