NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,253.946,139.2931208997774
ALMATTI,16.3450459,75.9012249,518.8433333333334,1.31058511106044
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,336.75,
BALIMELA,18.2296614,82.0630683,456.5955555555555,3.783923595658053
BANSAGAR,24.18925565,81.2871821733634,339.94625,1.7857606422554568
BARGI,22.59238445,79.189308180866,421.8428571428572,0.8776999161770325
BARNA DAM,23.0524678,78.0640063,346.9625,1.5682269332866865
BARVI DAM,19.1881163,73.3362814,71.97999999999999,0.1414213562373064
BHADAR,23.5779856,77.9285465333822,107.10375,1.4170788616022714
BHADRA,29.1012943,75.1675355,653.59375,4.51582594090731
BHAMA ASKHED,18.8382955,73.725155,669.95,
BHANDARDARA,19.5551306,73.7558419,654.5077777777777,177.072061374584
BHATGHAR,22.3578313,91.7843113,623.22,0.073484692283462
BHATSA,19.3256654,73.1931999,128.64555555555555,32.57404991366253
BHIMA(UJJANI),18.0713009,75.1195389,441.6766666666667,163.07693452784792
BISALPUR,28.3176982,79.842240707502,313.974,1.4544517867567752
BRAHMANI(GUJ),21.2778977,85.0278819,51.028000000000006,26.892771705423
CHANDAN DAM,18.2454718,75.5261242,149.38333333333333,2.44671889135907
CHASKAMAN,18.9607567,73.7854046,324.805,458.59410293853546
DAMANGANGA,20.3161771,72.8311695,70.90333333333334,26.27470789561704
DANTIWADA,24.3239388,72.3255763,178.61,5.989827090278037
DARNA DAM,19.7394692,73.6697073,571.36,
DHOM,,,745.629,3.284781237430852
DIMBHE DAM,19.096012,73.7440799,359.31,507.9289430619209
DONKARAYI,17.9273073,81.80064565,308.7,3.5355339059327378
DOYANG HEP,26.2323405,94.2608939305724,320.316,2.848601411219193
DUDHAWA,20.30560355,81.784390153548,421.6139999999999,4.27793524962684
DUDHGANGA,33.8893255,74.6836692,644.2966666666666,2.090137555281954
GANDHI SAGAR,21.1457864,79.0987312544945,354.1655555555556,132.55272772665893
GERUSOPPA,14.2433775,74.6532531,49.95875,1.2332586045571634
GETALSUD,23.4454661,85.5456769,587.8033333333334,0.8015817695864508
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,586.5055555555556,219.4957786103819
GIRNA,,,351.53333333333336,128.8734028999002
GOBIND SAGAR(BHAKRA),,,441.4925,178.37167814506233
GUMTI,22.93108075,80.0367816265992,83.87857142857142,23.72352659883674
HARANGI,12.4948912,75.8392181,771.0422222222222,288.9465824671482
HARIHARJHOR,,,145.61,1.0570083569521438
