NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,307.6033333333333,5.654682425506631
ALMATTI,16.3450459,75.9012249,507.58,
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,335.8,0.9899494936611504
BALIMELA,18.2296614,82.0630683,444.64125,2.984682024222072
BANSAGAR,24.18925565,81.2871821733634,334.80125,1.3921046502123566
BARGI,22.59238445,79.189308180866,412.79375,1.6661412862402576
BARNA DAM,23.0524678,78.0640063,341.78000000000003,3.0070773661005625
BARVI DAM,19.1881163,73.3362814,59.795,1.0818733752154186
BHADAR,23.5779856,77.9285465333822,101.00625,2.365368817511796
BHADRA,29.1012943,75.1675355,641.55625,4.800833075028297
BHAMA ASKHED,18.8382955,73.725155,657.05,
BHANDARDARA,19.5551306,73.7558419,673.995,137.16715506480196
BHATGHAR,22.3578313,91.7843113,600.3725,3.994682924421786
BHATSA,19.3256654,73.1931999,109.01,2.4247356262369832
BHIMA(UJJANI),18.0713009,75.1195389,488.6477777777778,1.853744708541169
BISALPUR,28.3176982,79.842240707502,311.245,2.0332978138974167
BRAHMANI(GUJ),21.2778977,85.0278819,59.845,2.219526976632633
CHANDAN DAM,18.2454718,75.5261242,140.055,8.40749962830804
CHASKAMAN,18.9607567,73.7854046,631.37,0.0707106781185904
DAMANGANGA,20.3161771,72.8311695,67.08888888888889,2.0360466868692173
DANTIWADA,24.3239388,72.3255763,167.81625,5.419301318963013
DARNA DAM,19.7394692,73.6697073,562.72,
DHOM,73.8181253712423,17.981520187933,731.5325,3.516482617616671
DIMBHE DAM,19.096012,73.7440799,688.575,0.7990306627407553
DONKARAYI,17.9273073,81.80064565,305.71500000000003,11.77332790675606
DOYANG HEP,26.2323405,94.2608939305724,307.6625,0.9655525188546908
DUDHAWA,20.30560355,81.784390153548,419.015,3.22002587981318
DUDHGANGA,33.8893255,74.6836692,620.3842857142857,9.183533918818796
GANDHI SAGAR,21.1457864,79.0987312544945,391.2675,5.188379185393885
GERUSOPPA,14.2433775,74.6532531,48.3675,1.432896666596324
GETALSUD,23.4454661,85.5456769,585.04,1.1760527199067723
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,636.49,6.325946569486686
GIRNA,74.7157151595633,20.4787568156919,386.2825,3.5902158709470444
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,475.655,9.391669560991664
GUMTI,22.93108075,80.0367816265992,89.99375,1.808795475289724
HARANGI,12.4948912,75.8392181,861.15,4.983068475203973
HARIHARJHOR,84.0151588306839,21.0375606778149,141.485,2.1314236244037987
HATHMATI,23.5378487,72.899316,176.14249999999998,2.6908657219068663
HEMAVATHY,13.1463734,76.4483751,878.4225,5.570641794263907
HIRAKUD,21.54901785,83.8937312620797,183.35555555555555,0.9567276403333314
IDAMALAYAR,10.1925052,76.7211181,133.95375,6.344320153829384
IDUKKI,9.8154785,76.9991599480914,708.52875,5.926734676748353
INDIRA SAGAR,22.28453935,76.4718831695605,248.475,1.6365905326099663
ISAPUR,20.5899347,77.2098188093994,430.1877777777778,4.515683164754175
JAISAMAND,24.2408582,73.9493619,291.58500000000004,1.3505739520663034
JAWAI DAM,25.09880775,73.1498723820145,299.895,10.896515498084735
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,457.51714285714286,2.585915146105364
JHAKAM,24.0984575,74.7282574,345.28125,3.708574764746453
JIRGO,25.0699961,82.9374163,91.7625,3.541763920233341
KABINI,12.0140065,76.4152088,688.9712499999999,4.008980766443534
KADANA,73.8243772355057,23.305111026678,118.98625,2.7398432567263
KAKKI,77.1421299966909,9.32523000371765,947.02,13.314766239029495
KALLADA(PARAPPAR),80.95,77.0722222222222,98.69333333333331,7.161012498243528
KANDALERU,14.34397655,79.5958785963203,76.06333333333333,2.7291818065737794
KANGSABATI,22.792957,86.9767406,126.1425,2.431517750588832
KANHER,22.6329916,78.8144437915916,673.8525,3.790825547731464
KARJAN,21.7118499,73.5043874,98.44,4.839659078902149
KHADAKVASLA,18.4372365,73.7651846,579.02,1.165246754983652
KOL DAM,31.3826712,76.8815127,638.1025,1.324874207865255
KOLAR DAM,7.3458828410971,22.9591081723033,450.635,1.3009868049548647
KONAR,23.8836171,85.7962407,417.7966666666666,2.147145391754722
KOYANA,,,626.095,7.683628235224742
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,740.91625,4.428798410081761
LINGANAMAKKI,14.1731954,74.8292508,535.2574999999999,4.4093172454959895
LOWER BHAWANI,27.709805,85.6071765,269.15375,6.107533842956359
LOWER MANAIR,18.3996537,79.1310126,271.8025,3.2904960546571425
MACHCHHU-I,70.9687616491141,22.4683032331794,128.325,0.6326926584053183
MACHCHHU-II,70.8654774481862,22.7633457042978,53.6325,0.7800160254764008
MACHKUND(JALAPUT),18.459192,82.548478,825.57,3.149185835826746
MAHANADI,20.860055,84.149394,341.545,2.033280249111911
MAHI BAJAJ SAGAR,23.6284854,74.5472827,268.81875,1.242674966122902
MAITHON,23.838125,86.8075539772727,139.73375,3.5898027701492854
MALAMPUZHA,10.8190998,76.6652482,198.355,267.213147292034
MALAPRABHA(RENUKA),31.258165,77.6557982,623.09125,3.321258098543828
MANDIRA DAM,22.3073212,84.6193753164174,206.43,1.233045011343871
MANI DAM,13.6759636,75.0477553,571.375,2.0737325446322044
MANIKDOH,19.8500056,77.5023636,685.8425,2.1973149198835475
MATATILA,25.1002237,78.3719184832803,301.4925,0.6263442686391887
MAUDAHA,25.70656655,80.0434571115807,143.36666666666667,2.000833159794522
MAYURAKSHI,24.157345,87.283314,112.655,1.6080867069728728
MEJA,25.1648519,82.1401075344574,166.85,1.769180601295407
METTUR(STANLEY),11.908625,77.8007315102992,225.3675,10.012294941720404
MINIMATA BANGO,82.5980006249313,22.605059906809,351.045,3.0406625217916785
MULA,74.601434290761,19.3454409908784,536.6733333333333,2.2839275382551305
MULSHI,18.5134117,73.5668845512146,591.255,1.3710701416533342
NAGARJUNA SAGAR,16.495012,79.2208086604122,157.85625,4.0190934923188815
NANAK SAGAR,28.962642,79.840101245,207.26,0.0
NARAYANPUR,24.04358345,86.5806128001105,487.99875,1.772717345127048
NIRA DEOGHAR,18.0938071,73.7113388394077,633.975,4.525759604751428
NIZAM SAGAR,18.1735195,77.9340163606773,423.48,2.6752320771601603
OMKARESHWAR,22.2429799,76.1495705,194.59,0.5907622195096716
PANAM,75.9599443500744,11.6716293709237,120.45625,1.6920903175827082
PANCHET HILL,23.6894152,86.7619917,124.93,4.228498551495552
PANSHET(TANAJISAGAR),73.6114934619132,18.3792612616443,610.16,
PARAMBIKULAM,10.3865889,76.7681666,540.2775,3.868154783429824
PENCH(TOTLADOH),79.1703496663008,22.119633649312,475.05625,10.114411129670373
PERIYAR,10.1643734,76.4425439,861.86875,2.983150001017606
PONG DAM(BEAS),75.9467632428616,31.9688132919361,397.63625,7.369865161588788
PRIYADARSHINI JURALA,16.3389148,77.7040906894285,188.28,118.17375533509968
RAJGHAT DAM,24.76354165,78.2306857680294,364.275,0.954594154601795
RAMGANGA,21.8098071,88.376534,331.045,15.90310481815244
RANA PRATAP SAGAR,24.8132257,75.600809123949,348.27875,1.6309457160100291
RANGAWAN,26.184431,78.6049569,220.03333333333333,0.4734272207355056
RENGALI,21.65591265,84.0289177970114,111.18875,1.4069971824522471
RIHAND,24.150983,82.8978537,255.99125,0.793157118284711
SABARMATI(DHAROI),72.8565341258961,24.0037910547676,181.47,2.370521341091745
SALANADI,86.2959661276919,21.2883980007912,71.81428571428572,2.5377736774770208
SANJAY SAROVAR,22.34751275,79.6170499015841,509.7375,2.7554113425524487
SAPUA,20.5138363,85.598098,167.775,0.5282360583426
SARDAR SAROVAR,21.8378767,73.7559923648656,117.06,5.853221335299049
SATHANUR,12.2047442,78.8891979,216.455,2.001112190757949
SHARDA SAGAR,23.8728109,78.9006882,186.7375,2.0944430445029134
SHETRUNJI,21.4016951,72.0033843,50.09,1.923003602997887
SHOLAYAR,10.3108449,76.8075228,973.1442857142856,13.911212332914348
SINGUR,22.8130387,88.2283646,517.99,5.864679587723998
SIRSI,14.6192362,74.8388611,210.21666666666667,2.071432676514811
SOMASILA,14.4986502,79.3138784,88.48125,6.758327006631999
SRIRAMSAGAR,18.8812115,78.1441131,322.90625,2.743433393708392
SRISAILAM,16.0909794,78.8656307623982,244.7375,5.06627434258013
SUKHI(GUJ),73.8823864903958,22.4392307794915,141.5675,1.5528334317197838
SUPA,74.5266679126997,15.2759204604264,529.38625,6.31006438160498
SURYA,73.0583285009642,19.9216787202418,99.8,
TANDULA,21.1879859,81.3977351,325.3625,2.028618166798935
TATTIHALLA,15.2735408,74.7806536,452.1725,3.4155075269521213
