NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,253.862,139.23688491200883
ALMATTI,16.3450459,75.9012249,518.9533333333334,0.7849416114165961
BALIMELA,18.2296614,82.0630683,456.6666666666667,3.732469021974597
BANSAGAR,24.18925565,81.2871821733634,339.90857142857146,1.7713406276172747
BARGI,22.59238445,79.189308180866,422.0722222222223,0.777460252646052
BARNA DAM,23.0524678,78.0640063,347.007,1.3798796243795282
BARVI DAM,19.1881163,73.3362814,72.1,0.0
BHADAR,23.5779856,77.9285465333822,106.103,2.597499010800794
BHADRA,29.1012943,75.1675355,653.7375,4.3817079188045485
BHAMA ASKHED,18.8382955,73.725155,671.36,
BHANDARDARA,19.5551306,73.7558419,655.0766666666667,177.28062817183385
BHATGHAR,22.3578313,91.7843113,623.27,0.017320508075673
BHATSA,19.3256654,73.1931999,129.22777777777776,32.76968903490609
BHIMA(UJJANI),18.0713009,75.1195389,441.8155555555556,162.94118717432306
BISALPUR,28.3176982,79.842240707502,314.43,1.245230902282773
BRAHMANI(GUJ),21.2778977,85.0278819,62.634,1.7338627396654005
CHANDAN DAM,18.2454718,75.5261242,149.44666666666666,2.333759484894137
CHASKAMAN,18.9607567,73.7854046,324.84,458.6436004132185
DAMANGANGA,20.3161771,72.8311695,70.94333333333333,26.28927300250047
DANTIWADA,24.3239388,72.3255763,178.20999999999998,5.300488447094072
DARNA DAM,19.7394692,73.6697073,571.41,
DHOM,73.8181253712423,17.981520187933,745.8188888888889,3.4794555768268167
DIMBHE DAM,19.096012,73.7440799,359.39,508.0420801469107
DONKARAYI,17.9273073,81.80064565,155.84799999999998,219.87061096926985
DOYANG HEP,26.2323405,94.2608939305724,256.53000000000003,140.61711577898333
DUDHAWA,20.30560355,81.784390153548,421.75200000000007,3.8329453426836224
DUDHGANGA,33.8893255,74.6836692,573.651111111111,213.6262118423465
GANDHI SAGAR,21.1457864,79.0987312544945,354.2088888888889,132.53919396205453
GERUSOPPA,14.2433775,74.6532531,50.203,1.990008654364209
GETALSUD,23.4454661,85.5456769,588.0666666666666,0.6206716791777113
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,586.6677777777778,219.55679041980108
GIRNA,74.7157151595633,20.4787568156919,351.56,128.88245594339054
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,454.988,159.7933068268714
GUMTI,22.93108075,80.0367816265992,82.03333333333333,30.77584279918261
HARANGI,12.4948912,75.8392181,868.9888888888888,3.153694042089548
HARIHARJHOR,84.0151588306839,21.0375606778149,145.99,0.9564517760974608
HATHMATI,23.5378487,72.899316,179.5675,1.4028869044462045
HEMAVATHY,13.1463734,76.4483751,788.6522222222222,285.6697356554321
HIRAKUD,21.54901785,83.8937312620797,170.92999999999998,62.59934244862322
IDAMALAYAR,10.1925052,76.7211181,159.30444444444444,4.94720656307959
IDUKKI,9.8154785,76.9991599480914,724.1377777777777,5.47470724737358
INDIRA SAGAR,22.28453935,76.4718831695605,260.12857142857143,2.8600549445271657
ISAPUR,20.5899347,77.2098188093994,395.1277777777778,123.85754334897996
JAISAMAND,24.2408582,73.9493619,149.69,203.20834677739003
JAWAI DAM,25.09880775,73.1498723820145,306.775,9.383306986345492
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,415.92300000000006,145.81286210985184
JHAKAM,24.0984575,74.7282574,323.22,113.36053889152863
JIRGO,25.0699961,82.9374163,75.938,42.04991878707972
KABINI,12.0140065,76.4152088,617.99,229.54954693921744
KADANA,73.8243772355057,23.305111026678,127.054,1.3719264638537374
KADDAM (K.N.R.),19.0991812,78.7800368,210.61,
KAKKI,77.1421299966909,9.32523000371765,874.2766666666666,298.8685893499014
KALLADA(PARAPPAR),80.95,77.0722222222222,98.21222222222222,35.70531150185423
KANDALERU,14.34397655,79.5958785963203,74.4,11.28542422773729
KANGSABATI,22.792957,86.9767406,115.10333333333334,43.25657464478665
KANHER,22.6329916,78.8144437915916,551.9559999999999,308.120382204748
KARJAN,21.7118499,73.5043874,112.955,2.7455347586783705
KHADAKVASLA,18.4372365,73.7651846,581.177,1.2462748938781851
KHANDONG,25.523157,92.6523398,722.4,
KOL DAM,31.3826712,76.8815127,641.296,0.1697939928266588
KOLAR DAM,7.3458828410971,22.9591081723033,461.1025,1.3098186897429818
KONAR,23.8836171,85.7962407,425.61800000000005,0.637314678945953
KOYANA,,,584.1711111111111,218.9727845786117
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,749.1933333333333,4.741524016600591
LINGANAMAKKI,14.1731954,74.8292508,495.81000000000006,172.76995745788676
LOWER BHAWANI,27.709805,85.6071765,243.37444444444444,90.71394216314148
LOWER MANAIR,18.3996537,79.1310126,276.9322222222222,4.196721273142203
MACHCHHU-I,70.9687616491141,22.4683032331794,135.202,0.1758408371226688
MACHCHHU-II,70.8654774481862,22.7633457042978,45.586,25.48845777994424
MACHKUND(JALAPUT),18.459192,82.548478,743.6844444444445,278.5887895766407
MAHANADI,20.860055,84.149394,345.80111111111114,2.504967287433334
MAHI BAJAJ SAGAR,23.6284854,74.5472827,281.20500000000004,0.3148632860288634
MAITHON,23.838125,86.8075539772727,147.1377777777778,2.840527142001016
MALAMPUZHA,10.8190998,76.6652482,195.79222222222225,249.7132116437664
MALAPRABHA(RENUKA),31.258165,77.6557982,568.3144444444445,186.1392780360389
MANDIRA DAM,22.3073212,84.6193753164174,104.34,120.14660877444688
MANI DAM,13.6759636,75.0477553,586.976,3.706680455609833
MANIKDOH,19.8500056,77.5023636,705.3499999999999,5.197420033054862
MATATILA,25.1002237,78.3719184832803,307.45,0.8445560964198617
MAUDAHA,25.70656655,80.0434571115807,147.0,0.9643650760992922
MAYURAKSHI,24.157345,87.283314,103.38111111111112,38.67398073784376
MEJA,25.1648519,82.1401075344574,169.775,3.5443617196894563
METTUR(STANLEY),11.908625,77.8007315102992,231.48555555555555,8.479168755118499
MINIMATA BANGO,82.5980006249313,22.605059906809,355.3311111111111,2.146383262865966
MULA,74.601434290761,19.3454409908784,550.941111111111,2.417640608343426
MULSHI,18.5134117,73.5668845512146,605.366,0.3682797849461791
MUSI PROJECT,,,196.36,
NAGARJUNA SAGAR,16.495012,79.2208086604122,152.32000000000002,57.59063009726496
NANAK SAGAR,28.962642,79.840101245,145.29666666666665,119.7684275313546
NARAYANPUR,24.04358345,86.5806128001105,436.9966666666666,163.05004078503018
NIRA DEOGHAR,18.0938071,73.7113388394077,667.1,0.0
NIZAM SAGAR,18.1735195,77.9340163606773,427.21,2.1754769591976912
OMKARESHWAR,22.2429799,76.1495705,194.7775,0.895260669674856
PANAM,75.9599443500744,11.6716293709237,113.491,39.685957900048784
PANCHET HILL,23.6894152,86.7619917,127.085,0.5907340066956289
PANSHET(TANAJISAGAR),73.6114934619132,18.3792612616443,636.45,
PARAMBIKULAM,10.3865889,76.7681666,550.94,4.996979087408753
PENCH(TOTLADOH),79.1703496663008,22.119633649312,437.078,153.33714732937716
PERIYAR,10.1643734,76.4425439,863.76875,2.834554323749219
PONG DAM(BEAS),75.9467632428616,31.9688132919361,418.5222222222222,3.529460928306813
PRIYADARSHINI JURALA,16.3389148,77.7040906894285,237.844,108.85537598116134
RAJGHAT DAM,24.76354165,78.2306857680294,207.925,230.4107446496365
RAMGANGA,21.8098071,88.376534,311.95125,125.2628291048751
RANA PRATAP SAGAR,24.8132257,75.600809123949,350.93,1.8215012123703564
RANGAWAN,26.184431,78.6049569,228.42666666666665,3.3050315177518854
RENGALI,21.65591265,84.0289177970114,108.92244444444444,39.59697714192055
RIHAND,24.150983,82.8978537,262.126,2.121567554637107
SABARMATI(DHAROI),72.8565341258961,24.0037910547676,167.0211111111111,62.47281397624979
SALANADI,86.2959661276919,21.2883980007912,74.29333333333334,4.339204996309808
SANJAY SAROVAR,22.34751275,79.6170499015841,389.545,259.44333440400175
SAPUA,20.5138363,85.598098,168.252,0.3897050166472041
SARDAR SAROVAR,21.8378767,73.7559923648656,131.17555555555555,7.013784839712281
SATHANUR,12.2047442,78.8891979,110.7385,156.31514636944178
SHARDA SAGAR,23.8728109,78.9006882,188.0,1.6550075528528545
SHETRUNJI,21.4016951,72.0033843,54.64,1.0810694293666403
SHOLAYAR,10.3108449,76.8075228,993.9925,11.483948736015355
SINGUR,22.8130387,88.2283646,521.01,5.680048415286605
SIRSI,14.6192362,74.8388611,143.1,123.85620694983356
SOMASILA,14.4986502,79.3138784,84.77111111111111,31.749189928423544
SRIRAMSAGAR,18.8812115,78.1441131,330.3066666666667,3.987358147947098
SRISAILAM,16.0909794,78.8656307623982,235.7422222222222,88.25359083031378
SUKHI(GUJ),73.8823864903958,22.4392307794915,147.506,0.5726953815074857
SUPA,74.5266679126997,15.2759204604264,498.116,173.72894450839215
SURYA,73.0583285009642,19.9216787202418,118.55,
TANDULA,21.1879859,81.3977351,329.5133333333333,1.824399444566172
TATTIHALLA,15.2735408,74.7806536,461.925,5.56082278084817
TAWA,53.4631552,-113.427559,320.2055555555555,103.58408928391356
TEHRI,30.40260205,78.3883578903798,824.88375,2.853679016387672
TENUGHAT,23.7469287,85.7543455,260.383,0.4706036312841157
THEIN DAM,32.4425,75.728611,464.14040000000006,162.33354901231397
THOKARWADI,18.9004358,73.535332,665.758,1.5598461462592847
TILAIYA,23.7452169,85.8300721,295.3044,165.0033810768737
TILLARI,15.8084943,74.1968244,112.55333333333331,0.6813467056743773
TUNGABHADRA,15.3444252,76.4933824,440.36622222222223,163.93766166883205
UKAI,22.8939198,77.8148905291473,102.92555555555556,3.373692750944842
UMRONG,,,603.85,
UND-I,70.4041489333127,22.4058292326195,79.99199999999999,40.24475518623514
UPPER INDRAVATI,82.8296364553177,19.2762117212557,566.5911111111111,212.4770827903826
UPPER KOLAB,18.7889976,82.6012044563014,760.01,285.0099725448216
UPPER TAPI,75.9455855678535,21.0723975874634,214.0,0.0
UPPER VAITARNA,19.8418518,73.4785663976234,603.4480000000001,0.1005319186461099
UPPER WARDHA,20.9411536,77.773286825,342.02777777777777,1.3026873932162166
URMODI,17.5957614,74.0240805,693.9125,4.016228537654002
VAIGAI,12.99616705,80.2469844265133,243.5677777777778,91.41515325395702
VANI VILAS SAGAR,12.2833622,76.6416921,641.58375,7.982398381975895
VEER DAM,18.1321668,74.0973392,288.505,406.8056022844326
WATRAK,22.8808558,72.8443966219031,134.5375,1.6438445790280785
YELDARI,19.7177676,76.7376029,456.9011111111111,4.491507109101695
YELERU,17.7392653,81.9868603,69.28666666666668,33.18354994069602
