NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,307.0,3.961060464067692
ALMATTI,16.3450459,75.9012249,508.25,0.7495331880577017
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,332.275,3.9951533137039976
BALIMELA,18.2296614,82.0630683,447.9075,7.811160056519883
BANSAGAR,24.18925565,81.2871821733634,334.95,1.852103051745692
BARGI,22.59238445,79.189308180866,412.65125,2.0316807784970323
BARNA DAM,23.0524678,78.0640063,341.91375,2.7526243970851967
BARVI DAM,19.1881163,73.3362814,59.24,0.3394112549695381
BHADAR,23.5779856,77.9285465333822,100.865,1.9966829636030967
BHADRA,29.1012943,75.1675355,639.34625,4.026778001259608
BHAMA ASKHED,18.8382955,73.725155,655.415,2.5809397513308423
BHANDARDARA,19.5551306,73.7558419,672.965,136.821537987054
BHATGHAR,22.3578313,91.7843113,599.2075,4.536976783424502
BHATSA,19.3256654,73.1931999,109.12875,2.7701234500598404
BHIMA(UJJANI),18.0713009,75.1195389,487.825,1.7428548009351938
BISALPUR,28.3176982,79.842240707502,311.4425,1.7136778188056765
BRAHMANI(GUJ),21.2778977,85.0278819,60.6475,0.7945386502031628
CHANDAN DAM,18.2454718,75.5261242,134.965,1.2515790027001763
CHASKAMAN,18.9607567,73.7854046,631.355,0.2899137802865021
DAMANGANGA,20.3161771,72.8311695,66.675,1.5233890789008184
DANTIWADA,24.3239388,72.3255763,167.60500000000002,4.201244713517306
DARNA DAM,19.7394692,73.6697073,560.92,4.440630585851499
DHOM,,,731.43,3.232137726909889
DIMBHE DAM,19.096012,73.7440799,686.975,5.607356774809367
DONKARAYI,17.9273073,81.80064565,303.89,9.008540392316622
DOYANG HEP,26.2323405,94.2608939305724,306.5875,0.2657536453183497
DUDHAWA,20.30560355,81.784390153548,419.33,3.1167504445067857
DUDHGANGA,33.8893255,74.6836692,615.52875,10.25116639704964
GANDHI SAGAR,21.1457864,79.0987312544945,391.3625,4.872399672792514
GERUSOPPA,14.2433775,74.6532531,49.29,1.6311608486859053
GETALSUD,23.4454661,85.5456769,585.1033333333334,1.2138506223309746
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,634.83875,3.5070110900472447
GIRNA,,,385.8575,3.3848390972520024
GOBIND SAGAR(BHAKRA),,,476.30625,9.9268538211114
GUMTI,22.93108075,80.0367816265992,89.73571428571428,1.7199114041412835
HARANGI,12.4948912,75.8392181,751.815,303.79760057361494
HARIHARJHOR,,,141.86,2.106038936012333
HATHMATI,23.5378487,72.899316,176.93,1.1540363945734216
HEMAVATHY,13.1463734,76.4483751,876.44875,4.094401883757176
HIRAKUD,21.54901785,83.8937312620797,183.5975,0.9196699718610224
IDAMALAYAR,10.1925052,76.7211181,132.9875,4.802421264320737
IDUKKI,9.8154785,76.9991599480914,707.4762499999999,4.637258850102877
INDIRA SAGAR,22.28453935,76.4718831695605,249.285,1.6248340574611666
ISAPUR,20.5899347,77.2098188093994,429.71375,4.33161117335603
JAISAMAND,24.2408582,73.9493619,291.33000000000004,1.880904037956254
JAWAI DAM,25.09880775,73.1498723820145,302.26,1.8243354954612607
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,457.4055555555555,2.2081050196441674
JHAKAM,24.0984575,74.7282574,344.3875,3.046631629474468
JIRGO,25.0699961,82.9374163,89.10000000000001,2.8832793829249392
KABINI,12.0140065,76.4152088,688.16125,3.154373098233188
KADANA,,,119.27625,2.521286165545559
KADDAM (K.N.R.),19.0991812,78.7800368,204.69,
KAKKI,,,946.4475,11.188943203001813
KALLADA(PARAPPAR),80.95,77.0722222222222,100.0725,6.225284273486174
KANDALERU,14.34397655,79.5958785963203,71.59666666666668,8.664919695723288
KANGSABATI,22.792957,86.9767406,125.13375,1.991330764661098
KANHER,22.6329916,78.8144437915916,670.67,2.658025583022103
KARJAN,21.7118499,73.5043874,99.0125,5.056694996310759
KHADAKVASLA,18.4372365,73.7651846,579.67125,0.6542703132934563
KHANDONG,25.523157,92.6523398,719.45,
KOL DAM,31.3826712,76.8815127,637.985,0.7485764267372743
KOLAR DAM,,,451.135,0.3652852766446226
KONAR,23.8836171,85.7962407,418.4333333333333,0.3187998327059634
KOYANA,,,625.85,6.316927372431308
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,739.34625,2.381535744010597
LINGANAMAKKI,14.1731954,74.8292508,534.92125,3.724342463538291
LOWER BHAWANI,27.709805,85.6071765,267.73,5.659454794538823
LOWER MANAIR,18.3996537,79.1310126,271.09125,2.512866533321197
MACHCHHU-I,,,127.7475,0.934643425769066
MACHCHHU-II,,,52.325,2.997004059612422
MACHKUND(JALAPUT),18.459192,82.548478,826.15875,2.316385346057149
MAHANADI,20.860055,84.149394,340.7925,2.1706335480683947
MAHI BAJAJ SAGAR,23.6284854,74.5472827,268.75,1.2484275824297586
MAITHON,23.838125,86.8075539772727,139.89125,3.200992870523588
MALAMPUZHA,10.8190998,76.6652482,197.68,267.445825168388
MALAPRABHA(RENUKA),31.258165,77.6557982,622.345,2.31503779666768
MANDIRA DAM,22.3073212,84.6193753164174,206.835,1.7606958851545098
MANI DAM,13.6759636,75.0477553,571.1324999999999,1.104396516956986
MANIKDOH,19.8500056,77.5023636,685.46375,2.125733066833302
MATATILA,25.1002237,78.3719184832803,301.3775,0.4651190323838692
MAUDAHA,25.70656655,80.0434571115807,143.5,1.9974984355438068
MAYURAKSHI,24.157345,87.283314,112.02375,1.2787598624113454
MEJA,25.1648519,82.1401075344574,165.15,2.7418059741710348
METTUR(STANLEY),11.908625,77.8007315102992,222.98875,9.74343652707518
MINIMATA BANGO,,,350.6725,2.888315129225731
MULA,,,536.65125,2.3089171085783424
MULSHI,18.5134117,73.5668845512146,591.51,0.4603259714593302
MUSI PROJECT,,,194.22,
NAGARJUNA SAGAR,16.495012,79.2208086604122,156.80875,3.6887684259112863
NANAK SAGAR,28.962642,79.840101245,207.26,0.0
NARAYANPUR,24.04358345,86.5806128001105,487.605,1.5534753664882153
NIRA DEOGHAR,18.0938071,73.7113388394077,635.0375,5.180633005080866
NIZAM SAGAR,18.1735195,77.9340163606773,423.265,2.566456701368649
OMKARESHWAR,22.2429799,76.1495705,195.01,0.7558659493146511
PANAM,,,120.91875,1.7492728080956557
PANCHET HILL,23.6894152,86.7619917,123.51,1.2264990827554685
PANSHET(TANAJISAGAR),,,610.4100000000001,0.2687005768508446
PARAMBIKULAM,10.3865889,76.7681666,538.62625,2.039404237236256
PENCH(TOTLADOH),,,475.25125,9.767218404292128
