NAME OF RESERVOIR,Latitude,Longitude,MEAN,STD
ALIYAR,10.4625785,76.9905585,314.3375,8.888837100543594
ALMATTI,16.3450459,75.9012249,519.52,0.085440037453214
ATAL SAGAR(MADIKHEDA),25.5579443,77.8534397,342.57500000000005,4.20728534805993
BALIMELA,18.2296614,82.0630683,452.83,4.377876197427237
BANSAGAR,24.18925565,81.2871821733634,339.43,1.1912073706958053
BARGI,22.59238445,79.189308180866,421.34,1.410106378965787
BARNA DAM,23.0524678,78.0640063,359.3233333333333,36.193764656360365
BARVI DAM,19.1881163,73.3362814,74.0,2.06475180106471
BHADAR,23.5779856,77.9285465333822,105.58222222222224,2.4877036488385134
BHADRA,29.1012943,75.1675355,654.4233333333333,3.6569898824032414
BHAMA ASKHED,18.8382955,73.725155,669.84,
BHANDARDARA,19.5551306,73.7558419,655.0033333333333,177.3302814665335
BHATGHAR,22.3578313,91.7843113,622.7360000000001,0.7411005329912702
BHATSA,19.3256654,73.1931999,139.17999999999998,3.5234890378714137
BHIMA(UJJANI),18.0713009,75.1195389,495.2011111111111,2.402636283566685
BISALPUR,28.3176982,79.842240707502,313.2575,2.0297352044047554
BRAHMANI(GUJ),21.2778977,85.0278819,62.216,1.8717718878111207
CHANDAN DAM,18.2454718,75.5261242,135.635,2.4112341238461146
CHASKAMAN,18.9607567,73.7854046,649.51,0.0282842712474361
DAMANGANGA,20.3161771,72.8311695,76.15625,0.6008550455095503
DANTIWADA,24.3239388,72.3255763,176.86777777777775,6.393195167085428
DARNA DAM,19.7394692,73.6697073,571.2,
DHOM,73.8181253712423,17.981520187933,745.4888888888888,2.6469909541045054
DIMBHE DAM,19.096012,73.7440799,718.1700000000001,0.4666904755830586
DONKARAYI,17.9273073,81.80064565,311.29,1.7253405460951543
DOYANG HEP,26.2323405,94.2608939305724,317.92600000000004,4.263933629877467
DUDHAWA,20.30560355,81.784390153548,422.63,2.9503672087837955
DUDHGANGA,33.8893255,74.6836692,643.99875,1.7107762440316032
GANDHI SAGAR,21.1457864,79.0987312544945,397.0733333333333,2.737763685930537
GERUSOPPA,14.2433775,74.6532531,49.13444444444444,2.3736317696259843
GETALSUD,23.4454661,85.5456769,588.02,1.8360827868045293
GHATAPRABHA(HIDKAL),16.1363007,74.6547609,655.3166666666667,13.012038656567247
GIRNA,74.7157151595633,20.4787568156919,392.5433333333333,4.344953969836743
GOBIND SAGAR(BHAKRA),76.4333723933508,31.4114628637911,505.3888888888889,5.209979473194803
GUMTI,22.93108075,80.0367816265992,91.95555555555556,1.000763597348435
HARANGI,12.4948912,75.8392181,870.7788888888889,0.3747480635188046
HARIHARJHOR,84.0151588306839,21.0375606778149,145.4775,2.2420284714219645
HATHMATI,23.5378487,72.899316,178.43800000000002,2.0704516415507084
HEMAVATHY,13.1463734,76.4483751,887.5633333333333,3.2533751704960334
HIRAKUD,21.54901785,83.8937312620797,189.41333333333333,0.4925951684700169
IDAMALAYAR,10.1925052,76.7211181,155.11777777777775,6.816518132041047
IDUKKI,9.8154785,76.9991599480914,720.5911111111111,6.492071018643534
INDIRA SAGAR,22.28453935,76.4718831695605,258.71777777777777,3.679662952560243
ISAPUR,20.5899347,77.2098188093994,434.81625,5.196462911030352
JAISAMAND,24.2408582,73.9493619,293.06,
JAWAI DAM,25.09880775,73.1498723820145,312.08000000000004,1.5414927829866985
JAYAKWADI(PAITHAN),19.47248495,75.3639212430826,461.91857142857145,1.6208066774647472
JHAKAM,24.0984575,74.7282574,356.89444444444445,4.259360606684734
JIRGO,25.0699961,82.9374163,93.6775,3.2223529188053432
KABINI,12.0140065,76.4152088,694.8311111111111,1.2001400381251952
KADANA,73.8243772355057,23.305111026678,125.08888888888887,3.60697742037722
KADDAM (K.N.R.),19.0991812,78.7800368,212.2,
KAKKI,77.1421299966909,9.32523000371765,969.1377777777776,7.26519404038491
KALLADA(PARAPPAR),80.95,77.0722222222222,105.44777777777776,6.088406560377222
KANDALERU,14.34397655,79.5958785963203,75.85000000000001,6.725823369670053
KANGSABATI,22.792957,86.9767406,129.65333333333334,1.9009800104156884
KANHER,22.6329916,78.8144437915916,689.0975,0.9630290753658454
KARJAN,21.7118499,73.5043874,109.085,3.598090763565747
KHADAKVASLA,18.4372365,73.7651846,581.5388888888889,1.323475013406438
KHANDONG,25.523157,92.6523398,719.7,
KOL DAM,31.3826712,76.8815127,639.6925,1.5211043137580331
KOLAR DAM,7.3458828410971,22.9591081723033,458.608,2.5718514731609226
KONAR,23.8836171,85.7962407,420.7825,2.533895222774601
KOYANA,,,657.1622222222222,2.1352797110553063
KRISHNARAJA SAGARA,12.4726381,76.4773086532637,748.7044444444444,4.031693537184837
LINGANAMAKKI,14.1731954,74.8292508,549.6444444444445,3.937642413650307
LOWER BHAWANI,27.709805,85.6071765,274.7288888888889,5.597460237564099
LOWER MANAIR,18.3996537,79.1310126,274.4144444444444,4.996686679968799
MACHCHHU-I,70.9687616491141,22.4683032331794,133.614,2.8828163312982737
MACHCHHU-II,70.8654774481862,22.7633457042978,56.084,1.2724110970908715
MACHKUND(JALAPUT),18.459192,82.548478,832.6444444444445,3.821102953046112
MAHANADI,20.860055,84.149394,345.03666666666663,2.8260042462813044
MAHI BAJAJ SAGAR,23.6284854,74.5472827,279.85555555555555,1.9521533694302409
MAITHON,23.838125,86.8075539772727,145.11888888888888,1.406168948281505
MALAMPUZHA,10.8190998,76.6652482,277.7988888888889,330.94101186784195
MALAPRABHA(RENUKA),31.258165,77.6557982,630.95,3.049590136395377
MANDIRA DAM,22.3073212,84.6193753164174,206.34,0.6458327956987103
MANI DAM,13.6759636,75.0477553,585.135,3.740993629149018
MANIKDOH,19.8500056,77.5023636,703.4877777777778,4.947900508745614
MATATILA,25.1002237,78.3719184832803,307.52111111111105,1.6868865139988198
MAUDAHA,25.70656655,80.0434571115807,146.4333333333333,1.159022576714251
MAYURAKSHI,24.157345,87.283314,116.08888888888887,2.9774336451231127
MEJA,25.1648519,82.1401075344574,169.28333333333333,8.161546013674942
METTUR(STANLEY),11.908625,77.8007315102992,231.1155555555556,8.325860482723565
MINIMATA BANGO,82.5980006249313,22.605059906809,355.97444444444443,1.435671542441955
MULA,74.601434290761,19.3454409908784,549.8188888888889,2.5161550252540184
MULSHI,18.5134117,73.5668845512146,605.7674999999999,0.8983828063062711
MUSI PROJECT,,,196.14,
NAGARJUNA SAGAR,16.495012,79.2208086604122,168.70777777777778,12.341413794393434
NANAK SAGAR,28.962642,79.840101245,213.23,0.38183766184072
NARAYANPUR,24.04358345,86.5806128001105,491.6688888888888,0.7614040393319998
NIRA DEOGHAR,18.0938071,73.7113388394077,667.04,0.1341640786500041
NIZAM SAGAR,18.1735195,77.9340163606773,426.0325,2.862392647186404
OMKARESHWAR,22.2429799,76.1495705,194.724,1.2475295587680362
PANAM,75.9599443500744,11.6716293709237,124.22222222222224,2.6651818783048284
PANCHET HILL,23.6894152,86.7619917,125.36,0.7597367965289064
PANSHET(TANAJISAGAR),73.6114934619132,18.3792612616443,636.25,
PARAMBIKULAM,10.3865889,76.7681666,550.4266666666667,5.387859036760349
PENCH(TOTLADOH),79.1703496663008,22.119633649312,483.9155555555556,6.954441226854812
PERIYAR,10.1643734,76.4425439,864.0944444444444,2.583230105464445
PONG DAM(BEAS),75.9467632428616,31.9688132919361,419.0733333333333,4.2299586286392845
PRIYADARSHINI JURALA,16.3389148,77.7040906894285,197.892,109.16992406336097
RAJGHAT DAM,24.76354165,78.2306857680294,369.925,0.8131727983645135
RAMGANGA,21.8098071,88.376534,351.90666666666664,5.763330200500437
RANA PRATAP SAGAR,24.8132257,75.600809123949,350.9566666666667,1.6076146926424884
RANGAWAN,26.184431,78.6049569,225.80666666666664,2.836799840195521
RENGALI,21.65591265,84.0289177970114,120.55777777777776,1.5467367081841856
RIHAND,24.150983,82.8978537,261.33666666666664,2.5651803055535893
SABARMATI(DHAROI),72.8565341258961,24.0037910547676,186.455,3.082916059280793
SALANADI,86.2959661276919,21.2883980007912,74.41111111111111,4.033275481678771
SANJAY SAROVAR,22.34751275,79.6170499015841,517.33,0.8460200943240037
SAPUA,20.5138363,85.598098,166.424,2.6558106107175723
SARDAR SAROVAR,21.8378767,73.7559923648656,126.79555555555557,6.873181779771132
SATHANUR,12.2047442,78.8891979,220.475,1.590990257669732
SHARDA SAGAR,23.8728109,78.9006882,185.4375,1.3785832099175734
SHETRUNJI,21.4016951,72.0033843,53.852222222222224,1.7180714317060437
SHOLAYAR,10.3108449,76.8075228,996.10625,8.197912517394744
SINGUR,22.8130387,88.2283646,520.76,4.407833935165925
SIRSI,14.6192362,74.8388611,213.36666666666667,2.9143323992525896
SOMASILA,14.4986502,79.3138784,89.57777777777778,6.368796546008077
SRIRAMSAGAR,18.8812115,78.1441131,328.8544444444444,4.190331463951003
SRISAILAM,16.0909794,78.8656307623982,261.57444444444445,11.295527999070153
