WEEK,MEAN,STD,NAME OF RESERVOIR,Latitude,Longitude
1,146.74833333333333,0.8720875338328491,SUKHI(GUJ),73.8823864903958,22.4392307794915
2,146.55,1.2122430999322493,SUKHI(GUJ),73.8823864903958,22.4392307794915
3,146.35,0.9662297863345,SUKHI(GUJ),73.8823864903958,22.4392307794915
4,146.168,0.9580814161646157,SUKHI(GUJ),73.8823864903958,22.4392307794915
5,146.002,1.008201368775111,SUKHI(GUJ),73.8823864903958,22.4392307794915
6,145.94,1.1125870752439926,SUKHI(GUJ),73.8823864903958,22.4392307794915
7,145.54500000000002,1.2761530733680164,SUKHI(GUJ),73.8823864903958,22.4392307794915
8,145.332,1.344570563414213,SUKHI(GUJ),73.8823864903958,22.4392307794915
9,144.89749999999998,1.222603097220577,SUKHI(GUJ),73.8823864903958,22.4392307794915
10,144.65,1.1784735890125035,SUKHI(GUJ),73.8823864903958,22.4392307794915
11,144.624,1.1437351091926833,SUKHI(GUJ),73.8823864903958,22.4392307794915
12,144.35166666666666,1.0355948371185866,SUKHI(GUJ),73.8823864903958,22.4392307794915
13,142.9925,1.4345585848383342,SUKHI(GUJ),73.8823864903958,22.4392307794915
14,143.3275,1.4010085652843058,SUKHI(GUJ),73.8823864903958,22.4392307794915
15,142.97,1.5519879724619892,SUKHI(GUJ),73.8823864903958,22.4392307794915
16,143.47,0.062449979983987484,SUKHI(GUJ),73.8823864903958,22.4392307794915
17,142.4125,1.5374085338646943,SUKHI(GUJ),73.8823864903958,22.4392307794915
18,142.256,1.4914187875979,SUKHI(GUJ),73.8823864903958,22.4392307794915
19,141.46800000000002,2.8131334842129414,SUKHI(GUJ),73.8823864903958,22.4392307794915
20,141.755,1.5793141971543585,SUKHI(GUJ),73.8823864903958,22.4392307794915
21,141.776,1.3602867344791738,SUKHI(GUJ),73.8823864903958,22.4392307794915
22,141.6275,1.5402894749580867,SUKHI(GUJ),73.8823864903958,22.4392307794915
23,141.844,1.4483542384375465,SUKHI(GUJ),73.8823864903958,22.4392307794915
24,141.5825,1.5597515827848978,SUKHI(GUJ),73.8823864903958,22.4392307794915
25,141.5675,1.5528334317197838,SUKHI(GUJ),73.8823864903958,22.4392307794915
26,141.525,1.2409807949091567,SUKHI(GUJ),73.8823864903958,22.4392307794915
27,141.555,1.1686031547678313,SUKHI(GUJ),73.8823864903958,22.4392307794915
28,141.88,1.2292002820262116,SUKHI(GUJ),73.8823864903958,22.4392307794915
29,142.3725,0.6794789670524577,SUKHI(GUJ),73.8823864903958,22.4392307794915
30,143.1125,1.0234378339694001,SUKHI(GUJ),73.8823864903958,22.4392307794915
31,143.445,0.8893630679686803,SUKHI(GUJ),73.8823864903958,22.4392307794915
32,143.478,0.8261476865548858,SUKHI(GUJ),73.8823864903958,22.4392307794915
33,145.076,1.6347568626557325,SUKHI(GUJ),73.8823864903958,22.4392307794915
34,145.182,1.3172964738432933,SUKHI(GUJ),73.8823864903958,22.4392307794915
35,145.58200000000002,1.5815720027871059,SUKHI(GUJ),73.8823864903958,22.4392307794915
36,145.75799999999998,1.6849540053069603,SUKHI(GUJ),73.8823864903958,22.4392307794915
37,146.066,1.5257227795376107,SUKHI(GUJ),73.8823864903958,22.4392307794915
38,147.284,0.79475153349962,SUKHI(GUJ),73.8823864903958,22.4392307794915
39,147.394,0.8353322692198469,SUKHI(GUJ),73.8823864903958,22.4392307794915
40,147.81,0.01999999999999839,SUKHI(GUJ),73.8823864903958,22.4392307794915
41,147.548,0.6026358767946,SUKHI(GUJ),73.8823864903958,22.4392307794915
42,147.60999999999999,0.4421538193886844,SUKHI(GUJ),73.8823864903958,22.4392307794915
43,147.506,0.5726953815074857,SUKHI(GUJ),73.8823864903958,22.4392307794915
44,147.486,0.5716467440649021,SUKHI(GUJ),73.8823864903958,22.4392307794915
45,147.648,0.23562682360036805,SUKHI(GUJ),73.8823864903958,22.4392307794915
46,147.4725,0.6949999999999955,SUKHI(GUJ),73.8823864903958,22.4392307794915
47,147.245,0.719003940647522,SUKHI(GUJ),73.8823864903958,22.4392307794915
48,147.3216666666667,0.6866852748287748,SUKHI(GUJ),73.8823864903958,22.4392307794915
49,146.82,0.8926925562588811,SUKHI(GUJ),73.8823864903958,22.4392307794915
50,146.8975,0.9076113338501971,SUKHI(GUJ),73.8823864903958,22.4392307794915
51,146.974,0.8987380040924113,SUKHI(GUJ),73.8823864903958,22.4392307794915
52,146.844,0.9932925047537652,SUKHI(GUJ),73.8823864903958,22.4392307794915
53,147.26,,SUKHI(GUJ),73.8823864903958,22.4392307794915
