WEEK,MEAN,STD,NAME OF RESERVOIR,Latitude,Longitude
1,124.25714285714285,2.2539647607842377,PANAM,75.9599443500744,11.6716293709237
2,124.44444444444444,2.1085309525301694,PANAM,75.9599443500744,11.6716293709237
3,124.28333333333333,2.1294071945027344,PANAM,75.9599443500744,11.6716293709237
4,124.11666666666666,2.1368785646358086,PANAM,75.9599443500744,11.6716293709237
5,123.9388888888889,2.1695013507972516,PANAM,75.9599443500744,11.6716293709237
6,123.72222222222223,2.1757342311147383,PANAM,75.9599443500744,11.6716293709237
7,123.23125,2.208900421347364,PANAM,75.9599443500744,11.6716293709237
8,123.28333333333333,2.220641799120249,PANAM,75.9599443500744,11.6716293709237
9,123.29375,2.2750883028388764,PANAM,75.9599443500744,11.6716293709237
10,123.1,2.251507431541307,PANAM,75.9599443500744,11.6716293709237
11,122.67777777777776,2.2086634973314605,PANAM,75.9599443500744,11.6716293709237
12,122.4888888888889,2.2032331041247315,PANAM,75.9599443500744,11.6716293709237
13,122.5125,2.2597013076953325,PANAM,75.9599443500744,11.6716293709237
14,122.31875,2.1856573872145924,PANAM,75.9599443500744,11.6716293709237
15,122.13125,2.1315550158779124,PANAM,75.9599443500744,11.6716293709237
16,121.91875,2.0418719527503613,PANAM,75.9599443500744,11.6716293709237
17,121.70625,1.9680370024105576,PANAM,75.9599443500744,11.6716293709237
18,121.27222222222223,1.91818780218321,PANAM,75.9599443500744,11.6716293709237
19,121.09444444444443,1.8336174022346747,PANAM,75.9599443500744,11.6716293709237
20,120.63125,1.7398558027278301,PANAM,75.9599443500744,11.6716293709237
21,120.875,1.9131126469709,PANAM,75.9599443500744,11.6716293709237
22,121.15625,1.7658339794151487,PANAM,75.9599443500744,11.6716293709237
23,120.68124999999999,1.835354675727361,PANAM,75.9599443500744,11.6716293709237
24,120.91875,1.7492728080956557,PANAM,75.9599443500744,11.6716293709237
25,120.45625,1.6920903175827082,PANAM,75.9599443500744,11.6716293709237
26,120.85000000000001,1.812974075931585,PANAM,75.9599443500744,11.6716293709237
27,120.96666666666667,1.8523633552842758,PANAM,75.9599443500744,11.6716293709237
28,120.95,1.5550991393905838,PANAM,75.9599443500744,11.6716293709237
29,121.3125,1.2336791664425093,PANAM,75.9599443500744,11.6716293709237
30,121.71428571428571,1.7731126787174514,PANAM,75.9599443500744,11.6716293709237
31,122.49375,2.321089260916704,PANAM,75.9599443500744,11.6716293709237
32,107.38125000000001,43.20522403516236,PANAM,75.9599443500744,11.6716293709237
33,122.94285714285715,2.6662127589880145,PANAM,75.9599443500744,11.6716293709237
34,123.77222222222223,2.6231077836117267,PANAM,75.9599443500744,11.6716293709237
35,124.22222222222223,2.6651818783048284,PANAM,75.9599443500744,11.6716293709237
36,124.40625,2.90362304470024,PANAM,75.9599443500744,11.6716293709237
37,124.6,2.655452611407061,PANAM,75.9599443500744,11.6716293709237
38,125.42333333333333,2.0897128989409066,PANAM,75.9599443500744,11.6716293709237
39,125.38875,1.9591939851450575,PANAM,75.9599443500744,11.6716293709237
40,126.15875,1.4213719479030524,PANAM,75.9599443500744,11.6716293709237
41,125.83666666666666,1.6671157728244312,PANAM,75.9599443500744,11.6716293709237
42,125.80666666666667,1.6529972776747097,PANAM,75.9599443500744,11.6716293709237
43,113.49100000000001,39.685957900048784,PANAM,75.9599443500744,11.6716293709237
44,110.3575,44.37277664450195,PANAM,75.9599443500744,11.6716293709237
45,112.01777777777778,41.80554352528435,PANAM,75.9599443500744,11.6716293709237
46,125.55666666666667,1.73850510496806,PANAM,75.9599443500744,11.6716293709237
47,125.48125,1.9088024480585464,PANAM,75.9599443500744,11.6716293709237
48,125.3722222222222,1.859958183520386,PANAM,75.9599443500744,11.6716293709237
49,125.25625,2.0105858243663386,PANAM,75.9599443500744,11.6716293709237
50,125.11875,2.0688052970598387,PANAM,75.9599443500744,11.6716293709237
51,124.92222222222222,1.9565772268030877,PANAM,75.9599443500744,11.6716293709237
52,124.725,2.0998299250857704,PANAM,75.9599443500744,11.6716293709237
53,123.15,1.979898987322326,PANAM,75.9599443500744,11.6716293709237
