WEEK,MEAN,STD,NAME OF RESERVOIR,Latitude,Longitude
1,229.06857142857143,13.088859676039293,METTUR(STANLEY),11.908625,77.8007315102992
2,230.2555555555556,8.749613007315114,METTUR(STANLEY),11.908625,77.8007315102992
3,229.42333333333332,8.600597362974273,METTUR(STANLEY),11.908625,77.8007315102992
4,228.69222222222223,8.639295077982027,METTUR(STANLEY),11.908625,77.8007315102992
5,228.41444444444446,8.651339652202875,METTUR(STANLEY),11.908625,77.8007315102992
6,228.12444444444444,8.76070789250377,METTUR(STANLEY),11.908625,77.8007315102992
7,226.69375,8.787292671807387,METTUR(STANLEY),11.908625,77.8007315102992
8,227.5811111111111,8.887771717990454,METTUR(STANLEY),11.908625,77.8007315102992
9,226.2275,8.798083801114226,METTUR(STANLEY),11.908625,77.8007315102992
10,226.0625,8.842484702519183,METTUR(STANLEY),11.908625,77.8007315102992
11,226.98777777777778,9.013943057532837,METTUR(STANLEY),11.908625,77.8007315102992
12,226.7611111111111,9.09863924502511,METTUR(STANLEY),11.908625,77.8007315102992
13,225.2975,9.051223674177992,METTUR(STANLEY),11.908625,77.8007315102992
14,224.965,9.118021401911395,METTUR(STANLEY),11.908625,77.8007315102992
15,224.5825,9.213350173990532,METTUR(STANLEY),11.908625,77.8007315102992
16,224.265,9.321230758711149,METTUR(STANLEY),11.908625,77.8007315102992
17,223.99875,9.413094887290942,METTUR(STANLEY),11.908625,77.8007315102992
18,225.18,9.90457596265483,METTUR(STANLEY),11.908625,77.8007315102992
19,225.12444444444444,10.129942140889938,METTUR(STANLEY),11.908625,77.8007315102992
20,225.02333333333334,10.55907429654702,METTUR(STANLEY),11.908625,77.8007315102992
21,226.89375,10.182855251422783,METTUR(STANLEY),11.908625,77.8007315102992
22,225.0557142857143,9.249089787906806,METTUR(STANLEY),11.908625,77.8007315102992
23,225.04666666666668,10.682697458975422,METTUR(STANLEY),11.908625,77.8007315102992
24,222.98875,9.74343652707518,METTUR(STANLEY),11.908625,77.8007315102992
25,225.3675,10.012294941720404,METTUR(STANLEY),11.908625,77.8007315102992
26,225.0188888888889,8.61957720025241,METTUR(STANLEY),11.908625,77.8007315102992
27,224.60000000000002,8.011795990912399,METTUR(STANLEY),11.908625,77.8007315102992
28,225.75571428571428,8.746799142434627,METTUR(STANLEY),11.908625,77.8007315102992
29,227.5825,9.086796936843502,METTUR(STANLEY),11.908625,77.8007315102992
30,226.41857142857143,8.624135567447583,METTUR(STANLEY),11.908625,77.8007315102992
31,228.51125,9.089080477615516,METTUR(STANLEY),11.908625,77.8007315102992
32,226.55857142857144,8.13711338778773,METTUR(STANLEY),11.908625,77.8007315102992
33,228.53285714285715,8.613661076618763,METTUR(STANLEY),11.908625,77.8007315102992
34,231.00444444444443,8.420145650627305,METTUR(STANLEY),11.908625,77.8007315102992
35,231.11555555555555,8.325860482723565,METTUR(STANLEY),11.908625,77.8007315102992
36,231.4,8.25973538144102,METTUR(STANLEY),11.908625,77.8007315102992
37,231.9775,8.23568498322132,METTUR(STANLEY),11.908625,77.8007315102992
38,231.17666666666668,7.9713533982630675,METTUR(STANLEY),11.908625,77.8007315102992
39,230.3075,8.303038600416118,METTUR(STANLEY),11.908625,77.8007315102992
40,229.625,7.929474852004476,METTUR(STANLEY),11.908625,77.8007315102992
41,231.01666666666668,8.338854837446208,METTUR(STANLEY),11.908625,77.8007315102992
42,231.40666666666664,7.696827268426907,METTUR(STANLEY),11.908625,77.8007315102992
43,231.48555555555555,8.479168755118499,METTUR(STANLEY),11.908625,77.8007315102992
44,231.11666666666667,8.884475223669657,METTUR(STANLEY),11.908625,77.8007315102992
45,230.2175,8.813738869352942,METTUR(STANLEY),11.908625,77.8007315102992
46,231.91222222222223,8.545270296745707,METTUR(STANLEY),11.908625,77.8007315102992
47,232.11,8.920646997675831,METTUR(STANLEY),11.908625,77.8007315102992
48,232.5377777777778,8.33939412933844,METTUR(STANLEY),11.908625,77.8007315102992
49,232.49875,8.907596176458446,METTUR(STANLEY),11.908625,77.8007315102992
50,232.60750000000002,8.882124504547638,METTUR(STANLEY),11.908625,77.8007315102992
51,232.72111111111113,8.515755169749257,METTUR(STANLEY),11.908625,77.8007315102992
52,234.24,6.320895054160786,METTUR(STANLEY),11.908625,77.8007315102992
53,218.34,19.968695500708108,METTUR(STANLEY),11.908625,77.8007315102992
